Gene	Chromosome	Strand	Position	Raw DRS read count	pA peak number
AT1G03360	chr1	fwd	826300	18	2nd_peak
AT1G03360	chr1	fwd	826365	61	1st_peak
AT1G03365	chr1	fwd	830292	57.9	1st_peak
AT1G03370	chr1	fwd	835336	25	3rd_peak
AT1G03370	chr1	fwd	835355	27.9	2nd_peak
AT1G03370	chr1	fwd	835360	49.9	1st_peak
AT1G03380	chr1	fwd	840731	11	4th_peak
AT1G03380	chr1	fwd	840741	16.1	3rd_peak
AT1G03380	chr1	fwd	840820	10	5th_peak
AT1G03380	chr1	fwd	840879	27.6	2nd_peak
AT1G03380	chr1	fwd	840897	36.1	1st_peak
AT1G03400	chr1	rev	842755	17.8	2nd_peak
AT1G03400	chr1	rev	842763	15.6	3rd_peak
AT1G03400	chr1	rev	842777	181.6	1st_peak
AT1G03410	chr1	rev	844571	13	1st_peak
AT1G03410	chr1	rev	844588	11.7	2nd_peak
AT1G03430	chr1	fwd	849350	19	3rd_peak
AT1G03430	chr1	fwd	849366	30	2nd_peak
AT1G03430	chr1	fwd	849417	10.8	7th_peak
AT1G03430	chr1	fwd	849429	90.5	1st_peak
AT1G03430	chr1	fwd	849444	17.8	4th_peak
AT1G03430	chr1	fwd	849460	15	6th_peak
AT1G03430	chr1	fwd	849483	15.6	5th_peak
AT1G03430	chr1	fwd	849497	10.6	8th_peak
AT1G03440	chr1	fwd	854031	37	2nd_peak
AT1G03440	chr1	fwd	854068	42.2	1st_peak
AT1G03440	chr1	fwd	854086	33	3rd_peak
AT1G03470	chr1	rev	865929	22	2nd_peak
AT1G03470	chr1	rev	866016	26.1	1st_peak
AT1G03475	chr1	rev	869020	44.2	2nd_peak
AT1G03475	chr1	rev	869054	399.7	1st_peak
AT1G03475	chr1	rev	869070	16	5th_peak
AT1G03475	chr1	rev	869086	14	6th_peak
AT1G03475	chr1	rev	869094	28.2	3rd_peak
AT1G03475	chr1	rev	869134	12	7th_peak
AT1G03475	chr1	rev	869146	27.1	4th_peak
AT1G03520	chr1	rev	877875	86	1st_peak
AT1G03550	chr1	rev	885632	11.5	2nd_peak
AT1G03550	chr1	rev	885660	27.7	1st_peak
AT1G03560	chr1	rev	890163	17	1st_peak
AT1G03560	chr1	rev	890399	11.4	2nd_peak
AT1G03590	chr1	rev	894273	70	1st_peak
AT1G03590	chr1	rev	894366	17.8	2nd_peak
AT1G03600	chr1	fwd	899522	55.7	8th_peak
AT1G03600	chr1	fwd	899543	301.2	5th_peak
AT1G03600	chr1	fwd	899588	25	10th_peak
AT1G03600	chr1	fwd	899601	40.5	9th_peak
AT1G03600	chr1	fwd	899611	451.3	3rd_peak
AT1G03600	chr1	fwd	899632	1073.4	1st_peak
AT1G03600	chr1	fwd	899638	375.3	4th_peak
AT1G03600	chr1	fwd	899652	927.5	2nd_peak
AT1G03600	chr1	fwd	899671	56.3	7th_peak
AT1G03600	chr1	fwd	899682	166.3	6th_peak
AT1G03610	chr1	fwd	902866	55.7	4th_peak
AT1G03610	chr1	fwd	902895	65.8	2nd_peak
AT1G03610	chr1	fwd	902917	53.2	5th_peak
AT1G03610	chr1	fwd	902924	37.8	6th_peak
AT1G03610	chr1	fwd	902940	108	1st_peak
AT1G03610	chr1	fwd	902955	60.9	3rd_peak
AT1G03630	chr1	fwd	909325	12.1	4th_peak
AT1G03630	chr1	fwd	909337	333.9	2nd_peak
AT1G03630	chr1	fwd	909358	437.9	1st_peak
AT1G03630	chr1	fwd	909364	112.6	3rd_peak
AT1G03650	chr1	rev	910135	15.7	1st_peak
AT1G03680	chr1	rev	916817	16.5	7th_peak
AT1G03680	chr1	rev	916839	93.3	5th_peak
AT1G03680	chr1	rev	916846	207.8	2nd_peak
AT1G03680	chr1	rev	916860	114.4	4th_peak
AT1G03680	chr1	rev	916876	2085.5	1st_peak
AT1G03680	chr1	rev	916898	39.7	6th_peak
AT1G03680	chr1	rev	916911	139.4	3rd_peak
AT1G03730	chr1	rev	930814	11.4	2nd_peak
AT1G03730	chr1	rev	930831	10.1	3rd_peak
AT1G03730	chr1	rev	930835	24.2	1st_peak
AT1G03740	chr1	fwd	936983	15.1	4th_peak
AT1G03740	chr1	fwd	937005	20	3rd_peak
AT1G03740	chr1	fwd	937025	24	2nd_peak
AT1G03740	chr1	fwd	937041	104	1st_peak
AT1G03750	chr1	fwd	941136	11	1st_peak
AT1G03760	chr1	rev	941088	20	1st_peak
AT1G03820	chr1	rev	959894	40.7	1st_peak
AT1G03830	chr1	rev	962040	12.6	1st_peak
AT1G03850	chr1	rev	977110	19.3	4th_peak
AT1G03850	chr1	rev	977122	117.3	1st_peak
AT1G03850	chr1	rev	977138	32	2nd_peak
AT1G03850	chr1	rev	977152	22	3rd_peak
AT1G03860	chr1	rev	979307	11.1	5th_peak
AT1G03860	chr1	rev	979330	114.4	1st_peak
AT1G03860	chr1	rev	979341	28.6	3rd_peak
AT1G03860	chr1	rev	979347	10.2	6th_peak
AT1G03860	chr1	rev	979402	74	2nd_peak
AT1G03860	chr1	rev	979420	12	4th_peak
AT1G03870	chr1	rev	982490	55.8	5th_peak
AT1G03870	chr1	rev	982498	14.2	6th_peak
AT1G03870	chr1	rev	982514	1172.1	1st_peak
AT1G03870	chr1	rev	982536	157.8	2nd_peak
AT1G03870	chr1	rev	982546	142.2	3rd_peak
AT1G03870	chr1	rev	982594	81.6	4th_peak
AT1G03900	chr1	fwd	993111	381	1st_peak
AT1G03910	chr1	fwd	1000384	12.6	3rd_peak
AT1G03910	chr1	fwd	1000419	22	2nd_peak
AT1G03910	chr1	fwd	1000436	34	1st_peak
AT1G03930	chr1	fwd	1008247	11.6	4th_peak
AT1G03930	chr1	fwd	1008264	24.1	2nd_peak
AT1G03930	chr1	fwd	1008283	83.8	1st_peak
AT1G03930	chr1	fwd	1008290	19.2	3rd_peak
AT1G03960	chr1	fwd	1017896	14.6	1st_peak
AT1G03960	chr1	fwd	1017903	10.4	2nd_peak
AT1G03970	chr1	fwd	1019211	95.2	1st_peak
AT1G03970	chr1	fwd	1019229	73.3	2nd_peak
AT1G03970	chr1	fwd	1019242	31.7	3rd_peak
AT1G04000	chr1	rev	1028145	68.7	1st_peak
AT1G04020	chr1	fwd	1040181	10	1st_peak
AT1G04030	chr1	fwd	1042879	12.6	1st_peak
AT1G04040	chr1	rev	1042305	56	4th_peak
AT1G04040	chr1	rev	1042346	45	5th_peak
AT1G04040	chr1	rev	1042366	301	1st_peak
AT1G04040	chr1	rev	1042402	28.7	6th_peak
AT1G04040	chr1	rev	1042431	75.2	2nd_peak
AT1G04040	chr1	rev	1042440	14.7	7th_peak
AT1G04040	chr1	rev	1042491	72.9	3rd_peak
AT1G04070	chr1	rev	1050608	12	1st_peak
AT1G04070	chr1	rev	1050630	11.3	2nd_peak
AT1G04080	chr1	fwd	1056681	43	2nd_peak
AT1G04080	chr1	fwd	1056699	27	3rd_peak
AT1G04080	chr1	fwd	1056710	19	4th_peak
AT1G04080	chr1	fwd	1056751	10.1	6th_peak
AT1G04080	chr1	fwd	1056756	18.8	5th_peak
AT1G04080	chr1	fwd	1056781	75	1st_peak
AT1G04110	chr1	rev	1061298	36	1st_peak
AT1G04120	chr1	rev	1064544	40.8	2nd_peak
AT1G04120	chr1	rev	1064567	16	6th_peak
AT1G04120	chr1	rev	1064590	81.5	1st_peak
AT1G04120	chr1	rev	1064601	38.9	3rd_peak
AT1G04120	chr1	rev	1064611	16.4	5th_peak
AT1G04120	chr1	rev	1064742	19	4th_peak
AT1G04130	chr1	fwd	1075487	20	1st_peak
AT1G04140	chr1	rev	1075593	49.6	1st_peak
AT1G04140	chr1	rev	1075642	11	3rd_peak
AT1G04140	chr1	rev	1075663	39.9	2nd_peak
AT1G04170	chr1	fwd	1099789	14.3	7th_peak
AT1G04170	chr1	fwd	1099796	50.4	3rd_peak
AT1G04170	chr1	fwd	1099804	20.3	4th_peak
AT1G04170	chr1	fwd	1099857	12.9	8th_peak
AT1G04170	chr1	fwd	1099871	16.8	5th_peak
AT1G04170	chr1	fwd	1099883	51.6	2nd_peak
AT1G04170	chr1	fwd	1099895	231.7	1st_peak
AT1G04170	chr1	fwd	1099908	15.1	6th_peak
AT1G04190	chr1	rev	1106431	10.4	3rd_peak
AT1G04190	chr1	rev	1106444	67.7	1st_peak
AT1G04190	chr1	rev	1106462	23.3	2nd_peak
AT1G04200	chr1	fwd	1114040	37	1st_peak
AT1G04210	chr1	fwd	1119692	12.1	1st_peak
AT1G04220	chr1	rev	1119702	12	2nd_peak
AT1G04220	chr1	rev	1119765	16	1st_peak
AT1G04220	chr1	rev	1119782	12	3rd_peak
AT1G04230	chr1	fwd	1128168	18.8	1st_peak
AT1G04240	chr1	rev	1128189	60.5	2nd_peak
AT1G04240	chr1	rev	1128211	11.5	6th_peak
AT1G04240	chr1	rev	1128231	23.5	5th_peak
AT1G04240	chr1	rev	1128243	231.2	1st_peak
AT1G04240	chr1	rev	1128257	27	4th_peak
AT1G04240	chr1	rev	1128263	39.3	3rd_peak
AT1G04250	chr1	fwd	1138523	19	6th_peak
AT1G04250	chr1	fwd	1138541	24.6	4th_peak
AT1G04250	chr1	fwd	1138547	11.4	7th_peak
AT1G04250	chr1	fwd	1138556	20.2	5th_peak
AT1G04250	chr1	fwd	1138571	131.4	2nd_peak
AT1G04250	chr1	fwd	1138582	136.8	1st_peak
AT1G04250	chr1	fwd	1138600	32	3rd_peak
AT1G04260	chr1	rev	1140605	12	3rd_peak
AT1G04260	chr1	rev	1140621	41.7	2nd_peak
AT1G04260	chr1	rev	1140636	149	1st_peak
AT1G04270	chr1	rev	1141605	108.8	4th_peak
AT1G04270	chr1	rev	1141616	89.2	5th_peak
AT1G04270	chr1	rev	1141637	188	3rd_peak
AT1G04270	chr1	rev	1141651	10.6	9th_peak
AT1G04270	chr1	rev	1141657	47.5	7th_peak
AT1G04270	chr1	rev	1141673	679.5	1st_peak
AT1G04270	chr1	rev	1141693	78.7	6th_peak
AT1G04270	chr1	rev	1141744	466.9	2nd_peak
AT1G04270	chr1	rev	1141756	14.7	8th_peak
AT1G04280	chr1	rev	1143539	348.5	1st_peak
AT1G04280	chr1	rev	1143560	17	2nd_peak
AT1G04290	chr1	rev	1147570	152	1st_peak
AT1G04290	chr1	rev	1147609	34	2nd_peak
AT1G04300	chr1	rev	1148591	31.1	3rd_peak
AT1G04300	chr1	rev	1148658	37	2nd_peak
AT1G04300	chr1	rev	1148717	79.6	1st_peak
AT1G04310	chr1	rev	1154845	10	3rd_peak
AT1G04310	chr1	rev	1154884	28	1st_peak
AT1G04310	chr1	rev	1154946	14	2nd_peak
AT1G04330	chr1	rev	1161385	25	1st_peak
AT1G04340	chr1	rev	1163108	11.8	1st_peak
AT1G04350	chr1	fwd	1166602	21.5	6th_peak
AT1G04350	chr1	fwd	1166620	62.4	4th_peak
AT1G04350	chr1	fwd	1166653	18.6	7th_peak
AT1G04350	chr1	fwd	1166672	65	3rd_peak
AT1G04350	chr1	fwd	1166744	89.2	2nd_peak
AT1G04350	chr1	fwd	1166755	25.8	5th_peak
AT1G04350	chr1	fwd	1166765	512.9	1st_peak
AT1G04350	chr1	fwd	1166775	11	8th_peak
AT1G04390	chr1	rev	1179435	10.9	1st_peak
AT1G04400	chr1	rev	1185560	811.3	1st_peak
AT1G04400	chr1	rev	1185584	48.6	3rd_peak
AT1G04400	chr1	rev	1185593	68.3	2nd_peak
AT1G04400	chr1	rev	1185619	45	4th_peak
AT1G04410	chr1	rev	1189040	57.6	6th_peak
AT1G04410	chr1	rev	1189044	95	4th_peak
AT1G04410	chr1	rev	1189057	13.1	12th_peak
AT1G04410	chr1	rev	1189071	74.7	5th_peak
AT1G04410	chr1	rev	1189079	11.7	13th_peak
AT1G04410	chr1	rev	1189097	54	7th_peak
AT1G04410	chr1	rev	1189114	28	9th_peak
AT1G04410	chr1	rev	1189128	28.4	8th_peak
AT1G04410	chr1	rev	1189175	404.7	2nd_peak
AT1G04410	chr1	rev	1189188	3698.7	1st_peak
AT1G04410	chr1	rev	1189217	240.3	3rd_peak
AT1G04410	chr1	rev	1189247	27	10th_peak
AT1G04410	chr1	rev	1189265	25.4	11th_peak
AT1G04420	chr1	fwd	1193856	16.8	3rd_peak
AT1G04420	chr1	fwd	1193864	52.1	2nd_peak
AT1G04420	chr1	fwd	1193883	306.3	1st_peak
AT1G04420	chr1	fwd	1193901	13.7	4th_peak
AT1G04430	chr1	fwd	1201428	67.2	3rd_peak
AT1G04430	chr1	fwd	1201434	136.3	1st_peak
AT1G04430	chr1	fwd	1201447	16.4	4th_peak
AT1G04430	chr1	fwd	1201469	13.9	5th_peak
AT1G04430	chr1	fwd	1201525	69	2nd_peak
AT1G04440	chr1	fwd	1205784	11	3rd_peak
AT1G04440	chr1	fwd	1205803	246.9	1st_peak
AT1G04440	chr1	fwd	1205823	71.1	2nd_peak
AT1G04480	chr1	fwd	1217366	14.6	4th_peak
AT1G04480	chr1	fwd	1217386	129.8	2nd_peak
AT1G04480	chr1	fwd	1217419	11	5th_peak
AT1G04480	chr1	fwd	1217438	31.9	3rd_peak
AT1G04480	chr1	fwd	1217462	296.4	1st_peak
AT1G04510	chr1	fwd	1230803	344	1st_peak
AT1G04510	chr1	fwd	1230821	13.7	2nd_peak
AT1G04520	chr1	fwd	1233969	18	1st_peak
AT1G04530	chr1	rev	1234178	22.4	7th_peak
AT1G04530	chr1	rev	1234185	28.2	5th_peak
AT1G04530	chr1	rev	1234197	55	2nd_peak
AT1G04530	chr1	rev	1234214	29.2	4th_peak
AT1G04530	chr1	rev	1234233	115.7	1st_peak
AT1G04530	chr1	rev	1234255	13.2	8th_peak
AT1G04530	chr1	rev	1234260	36.1	3rd_peak
AT1G04530	chr1	rev	1234296	28	6th_peak
AT1G04550	chr1	fwd	1242108	104.6	1st_peak
AT1G04550	chr1	fwd	1242115	67.3	2nd_peak
AT1G04555	chr1	fwd	1244128	29	1st_peak
AT1G04555	chr1	fwd	1244151	15.6	2nd_peak
AT1G04590	chr1	rev	1258577	14.7	2nd_peak
AT1G04590	chr1	rev	1258625	16.6	1st_peak
AT1G04590	chr1	rev	1258633	14.3	3rd_peak
AT1G04620	chr1	rev	1282742	12.9	1st_peak
AT1G04630	chr1	rev	1289736	144	1st_peak
AT1G04630	chr1	rev	1289754	64.6	2nd_peak
AT1G04630	chr1	rev	1289764	43.2	3rd_peak
AT1G04640	chr1	fwd	1293271	31.8	1st_peak
AT1G04640	chr1	fwd	1293278	25.8	2nd_peak
AT1G04640	chr1	fwd	1293331	24.6	3rd_peak
AT1G04640	chr1	fwd	1293350	13	4th_peak
AT1G04640	chr1	fwd	1293360	11.7	5th_peak
AT1G04660	chr1	rev	1300487	12.3	1st_peak
AT1G04680	chr1	rev	1303532	26	4th_peak
AT1G04680	chr1	rev	1303617	16.8	6th_peak
AT1G04680	chr1	rev	1303657	16.7	7th_peak
AT1G04680	chr1	rev	1303668	31.4	2nd_peak
AT1G04680	chr1	rev	1303675	92.7	1st_peak
AT1G04680	chr1	rev	1303845	31	3rd_peak
AT1G04680	chr1	rev	1303956	22	5th_peak
AT1G04690	chr1	fwd	1315687	312.7	1st_peak
AT1G04690	chr1	fwd	1315696	22.4	4th_peak
AT1G04690	chr1	fwd	1315708	19.6	5th_peak
AT1G04690	chr1	fwd	1315729	166.4	2nd_peak
AT1G04690	chr1	fwd	1315743	116.6	3rd_peak
AT1G04710	chr1	fwd	1324753	13.4	2nd_peak
AT1G04710	chr1	fwd	1324780	43.5	1st_peak
AT1G04750	chr1	rev	1331575	39	4th_peak
AT1G04750	chr1	rev	1331601	14.4	7th_peak
AT1G04750	chr1	rev	1331627	130.6	3rd_peak
AT1G04750	chr1	rev	1331639	18.9	6th_peak
AT1G04750	chr1	rev	1331680	173.5	2nd_peak
AT1G04750	chr1	rev	1331695	340.5	1st_peak
AT1G04750	chr1	rev	1331714	38	5th_peak
AT1G04770	chr1	rev	1336312	30	5th_peak
AT1G04770	chr1	rev	1336364	102	2nd_peak
AT1G04770	chr1	rev	1336388	71.1	3rd_peak
AT1G04770	chr1	rev	1336408	14.3	6th_peak
AT1G04770	chr1	rev	1336415	133.2	1st_peak
AT1G04770	chr1	rev	1336466	41	4th_peak
AT1G04780	chr1	rev	1340638	26.8	2nd_peak
AT1G04780	chr1	rev	1340647	141.6	1st_peak
AT1G04780	chr1	rev	1340656	25.9	3rd_peak
AT1G04790	chr1	fwd	1348450	39.5	1st_peak
AT1G04800	chr1	rev	1348424	39	3rd_peak
AT1G04800	chr1	rev	1348435	67.5	2nd_peak
AT1G04800	chr1	rev	1348452	687.4	1st_peak
AT1G04800	chr1	rev	1348476	21.3	5th_peak
AT1G04800	chr1	rev	1348504	10.6	6th_peak
AT1G04800	chr1	rev	1348521	32	4th_peak
AT1G04810	chr1	fwd	1355365	39.1	2nd_peak
AT1G04810	chr1	fwd	1355377	19	3rd_peak
AT1G04810	chr1	fwd	1355396	45.4	1st_peak
AT1G04810	chr1	fwd	1355407	17.5	4th_peak
AT1G04810	chr1	fwd	1355420	10	6th_peak
AT1G04810	chr1	fwd	1355440	15	5th_peak
AT1G04820	chr1	rev	1356185	36.9	11th_peak
AT1G04820	chr1	rev	1356191	20.7	12th_peak
AT1G04820	chr1	rev	1356212	246.1	5th_peak
AT1G04820	chr1	rev	1356231	313.9	3rd_peak
AT1G04820	chr1	rev	1356238	110.3	9th_peak
AT1G04820	chr1	rev	1356254	621.3	2nd_peak
AT1G04820	chr1	rev	1356270	644.7	1st_peak
AT1G04820	chr1	rev	1356277	248	4th_peak
AT1G04820	chr1	rev	1356292	150.9	7th_peak
AT1G04820	chr1	rev	1356304	244.7	6th_peak
AT1G04820	chr1	rev	1356311	129.1	8th_peak
AT1G04820	chr1	rev	1356318	60.2	10th_peak
AT1G04830	chr1	rev	1358961	73.6	1st_peak
AT1G04850	chr1	rev	1365138	22	3rd_peak
AT1G04850	chr1	rev	1365158	12.4	4th_peak
AT1G04850	chr1	rev	1365176	50.6	1st_peak
AT1G04850	chr1	rev	1365200	50.5	2nd_peak
AT1G04860	chr1	rev	1369085	22	3rd_peak
AT1G04860	chr1	rev	1369103	42.4	1st_peak
AT1G04860	chr1	rev	1369123	34.9	2nd_peak
AT1G04870	chr1	rev	1373313	20.4	2nd_peak
AT1G04870	chr1	rev	1373334	31.1	1st_peak
AT1G04900	chr1	fwd	1387803	11	2nd_peak
AT1G04900	chr1	fwd	1387894	15.9	1st_peak
AT1G04910	chr1	rev	1387859	71.1	1st_peak
AT1G04910	chr1	rev	1387872	52.9	2nd_peak
AT1G04910	chr1	rev	1387878	31.7	4th_peak
AT1G04910	chr1	rev	1387890	33	3rd_peak
AT1G04930	chr1	rev	1396293	13	1st_peak
AT1G04940	chr1	fwd	1400723	208.7	1st_peak
AT1G04940	chr1	fwd	1400737	38.3	3rd_peak
AT1G04940	chr1	fwd	1400767	106	2nd_peak
AT1G04945	chr1	fwd	1402924	11	1st_peak
AT1G04950	chr1	rev	1403126	26.6	1st_peak
AT1G04950	chr1	rev	1403141	17.5	3rd_peak
AT1G04950	chr1	rev	1403188	20	2nd_peak
AT1G04960	chr1	rev	1407810	104.5	1st_peak
AT1G04960	chr1	rev	1407828	53.5	2nd_peak
AT1G04960	chr1	rev	1407857	52	3rd_peak
AT1G04960	chr1	rev	1407882	11	4th_peak
AT1G04970	chr1	fwd	1413603	62	2nd_peak
AT1G04970	chr1	fwd	1413622	444.7	1st_peak
AT1G04980	chr1	rev	1413717	10.7	3rd_peak
AT1G04980	chr1	rev	1413736	15	2nd_peak
AT1G04980	chr1	rev	1413752	17	1st_peak
AT1G04985	chr1	rev	1416345	62.2	1st_peak
AT1G04985	chr1	rev	1416355	33.7	3rd_peak
AT1G04985	chr1	rev	1416359	18.3	6th_peak
AT1G04985	chr1	rev	1416366	20.8	5th_peak
AT1G04985	chr1	rev	1416371	25.2	4th_peak
AT1G04985	chr1	rev	1416415	49.7	2nd_peak
AT1G04990	chr1	rev	1419139	29.8	1st_peak
AT1G04990	chr1	rev	1419163	10.6	2nd_peak
AT1G05000	chr1	fwd	1428505	18	5th_peak
AT1G05000	chr1	fwd	1428529	34.3	4th_peak
AT1G05000	chr1	fwd	1428624	17.2	7th_peak
AT1G05000	chr1	fwd	1428647	57	2nd_peak
AT1G05000	chr1	fwd	1428664	10	9th_peak
AT1G05000	chr1	fwd	1428679	65.4	1st_peak
AT1G05000	chr1	fwd	1428687	14	8th_peak
AT1G05000	chr1	fwd	1428697	48.7	3rd_peak
AT1G05000	chr1	fwd	1428709	17.9	6th_peak
AT1G05010	chr1	rev	1431210	17	8th_peak
AT1G05010	chr1	rev	1431220	20.8	7th_peak
AT1G05010	chr1	rev	1431230	94.2	4th_peak
AT1G05010	chr1	rev	1431262	3437.2	1st_peak
AT1G05010	chr1	rev	1431277	1414.8	2nd_peak
AT1G05010	chr1	rev	1431304	33.8	5th_peak
AT1G05010	chr1	rev	1431309	26.2	6th_peak
AT1G05010	chr1	rev	1431319	138.1	3rd_peak
AT1G05010	chr1	rev	1431339	12.8	9th_peak
AT1G05060	chr1	rev	1451032	42	2nd_peak
AT1G05060	chr1	rev	1451042	14.1	4th_peak
AT1G05060	chr1	rev	1451058	133.3	1st_peak
AT1G05060	chr1	rev	1451095	20.5	3rd_peak
AT1G05070	chr1	rev	1457042	74.3	2nd_peak
AT1G05070	chr1	rev	1457070	109.3	1st_peak
AT1G05070	chr1	rev	1457079	37.6	3rd_peak
AT1G05120	chr1	rev	1471443	22.6	1st_peak
AT1G05140	chr1	fwd	1484008	33.5	2nd_peak
AT1G05140	chr1	fwd	1484023	36.3	1st_peak
AT1G05150	chr1	rev	1484068	17.4	2nd_peak
AT1G05150	chr1	rev	1484101	49	1st_peak
AT1G05150	chr1	rev	1484166	10	4th_peak
AT1G05150	chr1	rev	1484174	13.9	3rd_peak
AT1G05160	chr1	rev	1487404	42	1st_peak
AT1G05170	chr1	rev	1491126	21	1st_peak
AT1G05170	chr1	rev	1491149	21	2nd_peak
AT1G05180	chr1	rev	1498208	81.9	1st_peak
AT1G05180	chr1	rev	1498226	33.2	3rd_peak
AT1G05180	chr1	rev	1498268	47.5	2nd_peak
AT1G05180	chr1	rev	1498287	11	4th_peak
AT1G05190	chr1	rev	1502340	30.5	6th_peak
AT1G05190	chr1	rev	1502368	173.7	3rd_peak
AT1G05190	chr1	rev	1502380	843.1	1st_peak
AT1G05190	chr1	rev	1502388	33.5	5th_peak
AT1G05190	chr1	rev	1502393	38.5	4th_peak
AT1G05190	chr1	rev	1502414	413.3	2nd_peak
AT1G05200	chr1	fwd	1509114	12	1st_peak
AT1G05205	chr1	rev	1509211	19.1	1st_peak
AT1G05210	chr1	fwd	1511662	25	1st_peak
AT1G05230	chr1	rev	1512904	12.7	4th_peak
AT1G05230	chr1	rev	1512909	23.4	1st_peak
AT1G05230	chr1	rev	1512920	19	2nd_peak
AT1G05230	chr1	rev	1512935	13.8	3rd_peak
AT1G05240	chr1	fwd	1522656	11.7	1st_peak
AT1G05250	chr1	rev	1525711	12	1st_peak
AT1G05260	chr1	fwd	1531345	10.4	3rd_peak
AT1G05260	chr1	fwd	1531404	18	2nd_peak
AT1G05260	chr1	fwd	1531425	163	1st_peak
AT1G05300	chr1	rev	1545180	56	1st_peak
AT1G05320	chr1	fwd	1557731	32	1st_peak
AT1G05340	chr1	rev	1558850	15	4th_peak
AT1G05340	chr1	rev	1558871	18.7	3rd_peak
AT1G05340	chr1	rev	1558884	80.2	1st_peak
AT1G05340	chr1	rev	1558894	10.5	6th_peak
AT1G05340	chr1	rev	1558918	34.1	2nd_peak
AT1G05340	chr1	rev	1558926	10.6	5th_peak
AT1G05350	chr1	rev	1560691	11.4	3rd_peak
AT1G05350	chr1	rev	1560741	12.5	2nd_peak
AT1G05350	chr1	rev	1560753	27.8	1st_peak
AT1G05360	chr1	fwd	1567438	17.3	3rd_peak
AT1G05360	chr1	fwd	1567443	47.7	2nd_peak
AT1G05360	chr1	fwd	1567462	61	1st_peak
AT1G05380	chr1	fwd	1582609	104	1st_peak
AT1G05385	chr1	rev	1582674	153	1st_peak
AT1G05385	chr1	rev	1582693	42.4	2nd_peak
AT1G05400	chr1	fwd	1585417	10	1st_peak
AT1G05410	chr1	rev	1585381	16.1	2nd_peak
AT1G05410	chr1	rev	1585411	63	1st_peak
AT1G05410	chr1	rev	1585431	10	3rd_peak
AT1G05430	chr1	rev	1594061	207	1st_peak
AT1G05500	chr1	fwd	1629178	101.3	2nd_peak
AT1G05500	chr1	fwd	1629188	143.7	1st_peak
AT1G05520	chr1	rev	1630893	11.1	2nd_peak
AT1G05520	chr1	rev	1630901	86.2	1st_peak
AT1G05560	chr1	rev	1645521	207	1st_peak
AT1G05560	chr1	rev	1645574	152	2nd_peak
AT1G05560	chr1	rev	1645649	17	3rd_peak
AT1G05570	chr1	rev	1647703	10	3rd_peak
AT1G05570	chr1	rev	1647734	17	2nd_peak
AT1G05570	chr1	rev	1647753	34	1st_peak
AT1G05575	chr1	rev	1661697	40	1st_peak
AT1G05590	chr1	fwd	1671853	15	2nd_peak
AT1G05590	chr1	fwd	1671871	43.5	1st_peak
AT1G05600	chr1	fwd	1673790	28	1st_peak
AT1G05620	chr1	fwd	1681705	122	1st_peak
AT1G05670	chr1	rev	1697585	16.8	1st_peak
AT1G05680	chr1	rev	1703091	205.4	1st_peak
AT1G05680	chr1	rev	1703099	131.9	2nd_peak
AT1G05690	chr1	fwd	1709276	10	3rd_peak
AT1G05690	chr1	fwd	1709302	16.2	2nd_peak
AT1G05690	chr1	fwd	1709326	26.9	1st_peak
AT1G05710	chr1	fwd	1717179	12.6	3rd_peak
AT1G05710	chr1	fwd	1717211	43.4	1st_peak
AT1G05710	chr1	fwd	1717269	35	2nd_peak
AT1G05720	chr1	rev	1717448	19.2	3rd_peak
AT1G05720	chr1	rev	1717459	20.8	2nd_peak
AT1G05720	chr1	rev	1717474	118.9	1st_peak
AT1G05720	chr1	rev	1717485	14.9	4th_peak
AT1G05780	chr1	fwd	1728404	30	1st_peak
AT1G05785	chr1	fwd	1732581	11	3rd_peak
AT1G05785	chr1	fwd	1732601	45	1st_peak
AT1G05785	chr1	fwd	1732620	15.9	2nd_peak
AT1G05790	chr1	fwd	1737479	12.7	1st_peak
AT1G05805	chr1	fwd	1747542	21.4	7th_peak
AT1G05805	chr1	fwd	1747548	33.9	5th_peak
AT1G05805	chr1	fwd	1747553	19.8	8th_peak
AT1G05805	chr1	fwd	1747568	46	2nd_peak
AT1G05805	chr1	fwd	1747597	10.6	9th_peak
AT1G05805	chr1	fwd	1747635	30.8	6th_peak
AT1G05805	chr1	fwd	1747680	35.8	4th_peak
AT1G05805	chr1	fwd	1747692	149.4	1st_peak
AT1G05805	chr1	fwd	1747714	40.2	3rd_peak
AT1G05810	chr1	fwd	1749459	13.6	1st_peak
AT1G05820	chr1	fwd	1753997	11.4	1st_peak
AT1G05835	chr1	fwd	1762739	47.7	1st_peak
AT1G05835	chr1	fwd	1762787	15	2nd_peak
AT1G05840	chr1	rev	1762767	166	1st_peak
AT1G05850	chr1	rev	1766548	95.6	8th_peak
AT1G05850	chr1	rev	1766555	11.5	12th_peak
AT1G05850	chr1	rev	1766563	139.7	7th_peak
AT1G05850	chr1	rev	1766576	951.8	3rd_peak
AT1G05850	chr1	rev	1766588	286.8	4th_peak
AT1G05850	chr1	rev	1766603	1210.2	2nd_peak
AT1G05850	chr1	rev	1766618	177	6th_peak
AT1G05850	chr1	rev	1766644	1973.3	1st_peak
AT1G05850	chr1	rev	1766656	193.5	5th_peak
AT1G05850	chr1	rev	1766664	52.8	10th_peak
AT1G05850	chr1	rev	1766696	53	9th_peak
AT1G05850	chr1	rev	1766759	34	11th_peak
