region	coord	gene	Oxt PAT#
CDS	6895520	AT1G19870	3
CDS	6895805	AT1G19870	7
3UTR	6900297	AT1G19880	4
3UTR	6900587	AT1G19880	3
CDS	6901064	AT1G19880	1
CDS	6938280	AT1G20010	1
CDS	6944555	AT1G20020	12
CDS	6944671	AT1G20020	1
CDS	6946044	AT1G20030	1
3UTR	6974916	AT1G20110	1
CDS	6973959	AT1G20110	1
intron	6973833	AT1G20110	7
CDS	7005287	AT1G20220	1
CDS	7005376	AT1G20220	1
3UTR	7011863	AT1G20230	2
CDS	7011821	AT1G20230	1
3UTR	7020347	AT1G20260	1
CDS	7018767	AT1G20260	1
CDS	7019332	AT1G20260	1
CDS	7038993	AT1G20330	1
CDS	7039219	AT1G20330	1
CDS	7039272	AT1G20330	1
3UTR	7042381	AT1G20340	12
3UTR	7042479	AT1G20340	38
CDS	7042771	AT1G20340	11
CDS	7080092	AT1G20410	3
3UTR	7083110	AT1G20430	1
CDS	7088306	AT1G20450	4
CDS	7088411	AT1G20450	5
CDS	7088842	AT1G20450	1
3UTR	7093244	AT1G20460	1
3UTR	7093298	AT1G20460	1
CDS	7104951	AT1G20510	1
3UTR	7106778	AT1G20520	1
3UTR	7119662	AT1G20560	5
3UTR	7119824	AT1G20560	2
3UTR	7130555	AT1G20580	4
3UTR	7135051	AT1G20610	1
CDS	7144731	AT1G20620	2
3UTR	7149969	AT1G20630	3
CDS	7149149	AT1G20630	22
CDS	7149183	AT1G20630	1
CDS	7156728	AT1G20640	6
3UTR	7164391	AT1G20670	1
intron	7170661	AT1G20680	1
intron	7170725	AT1G20680	4
intron	7170768	AT1G20680	1
3UTR	7178619	AT1G20693	1
3UTR	7178821	AT1G20693	1
3UTR	7178875	AT1G20693	1
3UTR	7181334	AT1G20696	1
3UTR	7181391	AT1G20696	1
CDS	7210299	AT1G20760	14
CDS	7210597	AT1G20760	1
CDS	7239329	AT1G20823	1
CDS	7246617	AT1G20840	1
intron	7252766	AT1G20850	2
3UTR	7259210	AT1G20870	1
intron	7288896	AT1G20920	1
intron	7288958	AT1G20920	1
3UTR	7301684	AT1G20960	1
3UTR	7301715	AT1G20960	3
3UTR	7302016	AT1G20960	1
CDS	7308769	AT1G20960	48
CDS	7373588	AT1G21060	1
3UTR	7378734	AT1G21080	1
CDS	7380214	AT1G21080	1
CDS	7380464	AT1G21080	1
3UTR	7407944	AT1G21160	2
3UTR	7407982	AT1G21160	1
5UTR	7412848	AT1G21160	1
CDS	7411741	AT1G21160	6
CDS	7454305	AT1G21310	1
intron	7486491	AT1G21380	2
3UTR	7496633	AT1G21400	1
3UTR	7499527	AT1G21410	1
3UTR	7511779	AT1G21450	1
3UTR	7529881	AT1G21500	3
3UTR	7530015	AT1G21500	14
3UTR	7548618	AT1G21540	3
CDS	7549065	AT1G21540	1
3UTR	7553100	AT1G21550	1
3UTR	7566588	AT1G21590	1
CDS	7568860	AT1G21590	1
intron	7577956	AT1G21610	1
3UTR	7587990	AT1G21630	1
CDS	7589528	AT1G21640	1
3UTR	7592678	AT1G21650	3
intron	7595836	AT1G21650	38
3UTR	7609181	AT1G21660	1
CDS	7606879	AT1G21660	1
3UTR	7612531	AT1G21670	2
CDS	7613854	AT1G21680	1
3UTR	7628167	AT1G21720	115
3UTR	7653933	AT1G21780	1
3UTR	7655978	AT1G21790	1
3UTR	7661073	AT1G21830	1
intron	7683533	AT1G21890	1
3UTR	7704219	AT1G21920	1
3UTR	7757187	AT1G22020	2
3UTR	7757253	AT1G22020	9
3UTR	7757465	AT1G22020	2
intron	7756393	AT1G22020	1
3UTR	7773147	AT1G22060	1
intron	7779512	AT1G22060	1
3UTR	7801610	AT1G22110	4
intron	7809519	AT1G22120	29
3UTR	7812345	AT1G22130	1
3UTR	7828177	AT1G22170	1
5UTR	7826366	AT1G22170	440
3UTR	7837551	AT1G22200	1
3UTR	7851094	AT1G22230	1
CDS	7850415	AT1G22230	2
CDS	7850553	AT1G22230	1
CDS	7850589	AT1G22230	1
CDS	7850824	AT1G22230	7
3UTR	7878997	AT1G22300	2
3UTR	7890294	AT1G22340	1
3UTR	7894845	AT1G22360	5
intron	7896916	AT1G22360	1
3UTR	7898081	AT1G22370	15
3UTR	7900392	AT1G22380	3
3UTR	7900448	AT1G22380	4
CDS	7957591	AT1G22530	18
3UTR	7976513	AT1G22570	1
CDS	7977759	AT1G22570	1
CDS	7983843	AT1G22590	1
CDS	7983984	AT1G22590	1
CDS	7987487	AT1G22600	1
3UTR	7997783	AT1G22620	2
CDS	8002073	AT1G22620	1
CDS	8015133	AT1G22650	1
3UTR	8021622	AT1G22660	65
3UTR	8028182	AT1G22690	7
3UTR	8030753	AT1G22710	1
3UTR	8052810	AT1G22750	5
5UTR	8050889	AT1G22750	1
CDS	8051163	AT1G22750	1
intron	8051449	AT1G22750	11
CDS	8065637	AT1G22770	1
CDS	8065850	AT1G22770	1
CDS	8068678	AT1G22780	1
3UTR	8074397	AT1G22800	1
3UTR	8080396	AT1G22840	1
3UTR	8101237	AT1G22882	16
CDS	8099635	AT1G22882	12
CDS	8099836	AT1G22882	63
CDS	8100494	AT1G22882	3
CDS	8100591	AT1G22882	1
CDS	8100989	AT1G22882	85
3UTR	8103443	AT1G22890	1
3UTR	8103667	AT1G22900	1
CDS	8119007	AT1G22930	1
CDS	8121715	AT1G22930	23
3UTR	8169193	AT1G23050	18
3UTR	8173893	AT1G23070	1
3UTR	8173929	AT1G23070	1
3UTR	8199526	AT1G23120	3
3UTR	8199583	AT1G23120	5
3UTR	8202305	AT1G23140	1
3UTR	8202346	AT1G23140	1
3UTR	8211394	AT1G23160	1
3UTR	8219542	AT1G23180	1
3UTR	8229445	AT1G23200	1
3UTR	8234152	AT1G23205	2
CDS	8246775	AT1G23230	1
CDS	8250350	AT1G23230	1
CDS	8269032	AT1G23310	18
CDS	8269776	AT1G23310	1
3UTR	8297202	AT1G23380	1
intron	8301001	AT1G23380	1
intron	8301307	AT1G23380	1
intron	8301564	AT1G23380	17
3UTR	8309212	AT1G23390	1
3UTR	8311973	AT1G23400	16
intron	8312956	AT1G23400	1
CDS	8324775	AT1G23450	1
3UTR	8329735	AT1G23460	1
3UTR	8346490	AT1G23530	1
3UTR	8346528	AT1G23530	2
3UTR	8346591	AT1G23530	4
3UTR	8398091	AT1G23730	1
3UTR	8401466	AT1G23750	1
CDS	8420716	AT1G23820	27
CDS	8433885	AT1G23870	86
CDS	8434058	AT1G23870	1
5UTR	8435832	AT1G23880	1
5UTR	8435868	AT1G23880	1
3UTR	8447319	AT1G23900	1
CDS	8447100	AT1G23900	2
3UTR	8478584	AT1G23960	3
3UTR	8484778	AT1G23980	1
3UTR	8503881	AT1G24040	1
3UTR	8508647	AT1G24050	5
CDS	8507108	AT1G24050	23
CDS	8507334	AT1G24050	1
intron	8507268	AT1G24050	1
intron	8507304	AT1G24050	1
intron	8518501	AT1G24070	1
3UTR	8525373	AT1G24100	1
CDS	8529434	AT1G24120	12
3UTR	8541685	AT1G24145	1
3UTR	8543423	AT1G24147	1
3UTR	8553383	AT1G24160	4
CDS	8555064	AT1G24160	6
CDS	8566725	AT1G24190	1
CDS	8568842	AT1G24190	1
CDS	8595707	AT1G24260	1
3UTR	8603763	AT1G24265	2
3UTR	8614287	AT1G24300	1
3UTR	8614314	AT1G24300	1
3UTR	8614423	AT1G24300	15
CDS	8618327	AT1G24300	1
3UTR	8651422	AT1G24400	3
3UTR	8651479	AT1G24400	1
CDS	8652953	AT1G24400	3
CDS	8666289	AT1G24460	11
CDS	8666633	AT1G24460	19
CDS	8666770	AT1G24460	1
3UTR	8705733	AT1G24560	2
3UTR	8710735	AT1G24580	1
CDS	8750039	AT1G24706	3
CDS	8754442	AT1G24706	1
CDS	8754749	AT1G24706	1
CDS	8840509	AT1G25230	1
3UTR	8861172	AT1G25275	7
CDS	8860998	AT1G25275	4
3UTR	8880274	AT1G25320	1
3UTR	8888995	AT1G25350	1
3UTR	8911343	AT1G25400	3
3UTR	8933892	AT1G25440	4
CDS	8950800	AT1G25480	1
3UTR	8959210	AT1G25510	3
3UTR	8969130	AT1G25540	1
3UTR	9024585	AT1G26110	1
CDS	9024617	AT1G26110	1
3UTR	9038435	AT1G26130	1
3UTR	9056956	AT1G26180	2
3UTR	9057156	AT1G26190	9
3UTR	9068077	AT1G26210	2
3UTR	9068237	AT1G26210	10
CDS	9067878	AT1G26210	1
3UTR	9113654	AT1G26330	1
intron	9124873	AT1G26370	127
CDS	9144603	AT1G26440	1
3UTR	9148831	AT1G26450	1
intron	9149400	AT1G26450	1
3UTR	9160101	AT1G26500	1
3UTR	9173008	AT1G26550	1
3UTR	9190997	AT1G26590	13
3UTR	9195275	AT1G26610	2
3UTR	9213874	AT1G26660	3
3UTR	9214023	AT1G26660	1
CDS	9215079	AT1G26665	1
3UTR	9217988	AT1G26670	2
CDS	9285697	AT1G26800	1
intron	9288184	AT1G26810	1
3UTR	9298449	AT1G26830	1
CDS	9301727	AT1G26850	15
3UTR	9323083	AT1G26910	1
CDS	9329866	AT1G26920	1
3UTR	9336006	AT1G26930	1
CDS	9336309	AT1G26930	1
3UTR	9357303	AT1G26960	1
3UTR	9380799	AT1G27020	1
intron	9389691	AT1G27040	10
3UTR	9396605	AT1G27070	1
3UTR	9403969	AT1G27090	3
CDS	9407578	AT1G27100	1
CDS	9408429	AT1G27100	1
3UTR	9445944	AT1G27180	1
CDS	9483959	AT1G27300	1
3UTR	9484539	AT1G27310	2
intron	9491679	AT1G27320	1
3UTR	9505298	AT1G27370	2
intron	9515671	AT1G27400	14
3UTR	9520986	AT1G27430	1
CDS	9521137	AT1G27430	1
CDS	9527967	AT1G27435	1
CDS	9553293	AT1G27500	128
3UTR	9554659	AT1G27510	3
3UTR	9554710	AT1G27510	3
intron	9555123	AT1G27510	1
CDS	9561436	AT1G27520	1
CDS	9561568	AT1G27520	23
intron	9561500	AT1G27520	1
3UTR	9562710	AT1G27530	2
3UTR	9603150	AT1G27595	1
intron	9597722	AT1G27595	2
CDS	9614891	AT1G27640	1
3UTR	9616212	AT1G27650	1
3UTR	9640239	AT1G27695	1
CDS	9658345	AT1G27750	12
CDS	9667152	AT1G27752	5
CDS	9670996	AT1G27760	1
CDS	9671315	AT1G27760	2
intron	9672942	AT1G27770	4
3UTR	9693243	AT1G27840	1
CDS	9703497	AT1G27850	3
3UTR	9715457	AT1G27900	1
intron	9729776	AT1G27921	1
intron	9743299	AT1G27960	1
3UTR	9752703	AT1G27980	10
CDS	9750228	AT1G27980	1
3UTR	9768030	AT1G28010	2
3UTR	9775495	AT1G28050	1
3UTR	9775584	AT1G28050	2
3UTR	9783915	AT1G28070	1
3UTR	9846958	AT1G28190	1
3UTR	9860118	AT1G28210	1
intron	9858338	AT1G28210	1
CDS	9868928	AT1G28240	1
3UTR	9875413	AT1G28250	1
3UTR	9875610	AT1G28250	1
3UTR	9920420	AT1G28320	1
3UTR	9949691	AT1G28350	5
CDS	9964591	AT1G28380	1
3UTR	9972422	AT1G28400	1
CDS	9981889	AT1G28420	1
CDS	9985874	AT1G28420	1
CDS	9987026	AT1G28420	2
CDS	10017207	AT1G28490	1
CDS	10017443	AT1G28490	12
intron	10017654	AT1G28490	1
3UTR	10026179	AT1G28510	1
3UTR	10041763	AT1G28570	1
3UTR	10044509	AT1G28580	2
CDS	10044950	AT1G28580	1
3UTR	10069285	AT1G28650	1
3UTR	10104838	AT1G28760	1
3UTR	10136317	AT1G29050	9
3UTR	10149513	AT1G29060	1
3UTR	10151170	AT1G29070	1
CDS	10151081	AT1G29070	1
CDS	10151144	AT1G29070	1
3UTR	10178357	AT1G29120	1
CDS	10212135	AT1G29220	1
3UTR	10231159	AT1G29270	1
3UTR	10247820	AT1G29300	2
3UTR	10247870	AT1G29300	1
3UTR	10254738	AT1G29310	2
CDS	10274983	AT1G29355	1
3UTR	10285916	AT1G29380	1
intron	10287289	AT1G29390	1
3UTR	10288310	AT1G29395	22
5UTR	10294463	AT1G29400	23
intron	10308856	AT1G29465	1
3UTR	10310347	AT1G29470	1
CDS	10311244	AT1G29470	1
3UTR	10332258	AT1G29550	23
CDS	10335192	AT1G29560	11
3UTR	10341779	AT1G29590	37
3UTR	10341888	AT1G29590	1
3UTR	10346447	AT1G29610	1
3UTR	10353658	AT1G29630	2
3UTR	10353788	AT1G29630	1
intron	10372899	AT1G29660	1
intron	10373398	AT1G29660	2
intron	10376820	AT1G29670	1
3UTR	10377804	AT1G29680	1
3UTR	10393833	AT1G29720	1
CDS	10422974	AT1G29760	1
CDS	10423369	AT1G29760	1
3UTR	10440662	AT1G29820	2
intron	10454806	AT1G29860	1
CDS	10475443	AT1G29920	1
CDS	10475489	AT1G29920	1
3UTR	10479207	AT1G29940	1
3UTR	10503365	AT1G29980	2
intron	10583344	AT1G30110	1
3UTR	10589524	AT1G30130	1
intron	10589280	AT1G30130	1
3UTR	10682884	AT1G30320	2
3UTR	10683009	AT1G30320	1
3UTR	10718928	AT1G30370	1
3UTR	10723293	AT1G30380	1
CDS	10735390	AT1G30400	1
CDS	10737455	AT1G30400	1
3UTR	10786598	AT1G30470	2
3UTR	10786694	AT1G30470	1
intron	10799433	AT1G30490	1
3UTR	10804563	AT1G30500	1
3UTR	10804607	AT1G30500	1
CDS	10833814	AT1G30580	1
3UTR	10858140	AT1G30620	1
intron	10854916	AT1G30620	79
3UTR	10871217	AT1G30650	1
CDS	10882638	AT1G30680	2
CDS	10884965	AT1G30680	2
intron	10893252	AT1G30700	2
3UTR	10937483	AT1G30810	2
intron	10943819	AT1G30814	21
3UTR	10945238	AT1G30820	1
CDS	10947376	AT1G30820	1
CDS	10947410	AT1G30820	1
3UTR	10986637	AT1G30860	1
3UTR	11075619	AT1G31050	1
3UTR	11088405	AT1G31070	2
3UTR	11088511	AT1G31070	3
3UTR	11142671	AT1G31180	1
CDS	11159129	AT1G31230	1
3UTR	11163799	AT1G31240	1
3UTR	11163888	AT1G31240	1
3UTR	11185172	AT1G31280	1
3UTR	11185441	AT1G31280	1
3UTR	11198399	AT1G31310	2
3UTR	11214793	AT1G31330	1
3UTR	11237530	AT1G31360	1
CDS	11247977	AT1G31410	1
3UTR	11253537	AT1G31420	1
3UTR	11253740	AT1G31420	5
intron	11251992	AT1G31420	1
CDS	11270640	AT1G31480	1
intron	11269654	AT1G31480	2
3UTR	11311798	AT1G31580	1
3UTR	11331024	AT1G31660	4
3UTR	11347844	AT1G31690	2
3UTR	11364028	AT1G31730	1
3UTR	11370707	AT1G31750	1
3UTR	11394865	AT1G31780	1
3UTR	11399745	AT1G31810	1
3UTR	11416558	AT1G31820	1
3UTR	11416649	AT1G31820	1
CDS	11416778	AT1G31820	1
3UTR	11423111	AT1G31835	1
intron	11435579	AT1G31860	16
3UTR	11469153	AT1G31930	1
3UTR	11469188	AT1G31930	1
CDS	11466334	AT1G31930	7
3UTR	11478292	AT1G31950	1
3UTR	11482842	AT1G31970	1
3UTR	11482873	AT1G31970	3
3UTR	11531154	AT1G32050	1
intron	11535125	AT1G32070	1
CDS	11547237	AT1G32100	1
CDS	11603453	AT1G32200	1
3UTR	11616079	AT1G32230	1
3UTR	11625749	AT1G32240	1
CDS	11658123	AT1G32330	1
3UTR	11680858	AT1G32375	2
CDS	11684103	AT1G32380	2
3UTR	11739220	AT1G32460	1
CDS	11748285	AT1G32490	7
3UTR	11758404	AT1G32520	2
CDS	11760837	AT1G32530	1
CDS	11760914	AT1G32530	50
3UTR	11771710	AT1G32550	2
3UTR	11775251	AT1G32560	1
3UTR	11798902	AT1G32640	2
CDS	11799343	AT1G32640	1
CDS	11799407	AT1G32640	5
3UTR	11829659	AT1G32700	1
3UTR	11829800	AT1G32700	8
intron	11833380	AT1G32710	1
3UTR	11843178	AT1G32730	1
3UTR	11846118	AT1G32740	7
3UTR	11846286	AT1G32750	11
3UTR	11846315	AT1G32750	1
CDS	11847225	AT1G32750	2
3UTR	11920490	AT1G32900	9
CDS	11921115	AT1G32900	1
3UTR	11940980	AT1G32940	2
3UTR	11944672	AT1G32950	4
3UTR	11944747	AT1G32950	2
3UTR	11944872	AT1G32950	1
3UTR	11957184	AT1G32990	16
intron	11956101	AT1G32990	20
3UTR	11967707	AT1G33040	1
3UTR	11972129	AT1G33055	4
3UTR	11975503	AT1G33060	2
3UTR	11996603	AT1G33090	1
3UTR	11996676	AT1G33090	13
3UTR	12012427	AT1G33120	6
3UTR	12051633	AT1G33240	1
3UTR	12051665	AT1G33240	1
3UTR	12076202	AT1G33290	3
3UTR	12086622	AT1G33330	2
3UTR	12120838	AT1G33420	1
3UTR	12146125	AT1G33470	1
3UTR	12147407	AT1G33475	1
3UTR	12157371	AT1G33520	2
3UTR	12162084	AT1G33540	1
3UTR	12162132	AT1G33540	2
3UTR	12162188	AT1G33540	1
3UTR	12192836	AT1G33610	1
intron	12190753	AT1G33610	22
3UTR	12208514	AT1G33680	1
intron	12205483	AT1G33680	1
3UTR	12208744	AT1G33700	2
intron	12213074	AT1G33700	11
3UTR	12260516	AT1G33790	1
intron	12258489	AT1G33790	2
intron	12259039	AT1G33790	1
3UTR	12266833	AT1G33810	2
3UTR	12327253	AT1G33930	1
3UTR	12357953	AT1G33990	9
3UTR	12359635	AT1G34010	1
CDS	12370583	AT1G34030	1
3UTR	12396529	AT1G34060	2
3UTR	12417102	AT1G34110	2
3UTR	12429592	AT1G34120	1
3UTR	12429740	AT1G34120	1
3UTR	12433123	AT1G34130	1
3UTR	12457503	AT1G34200	1
CDS	12492906	AT1G34270	1
3UTR	12524334	AT1G34320	1
CDS	12533980	AT1G34340	1
CDS	12552463	AT1G34370	1
3UTR	12607106	AT1G34470	1
CDS	12637548	AT1G34540	1
3UTR	12748582	AT1G34770	3
3UTR	12748657	AT1G34780	5
3UTR	12748727	AT1G34780	20
3UTR	12913927	AT1G35220	1
CDS	12933268	AT1G35250	1
intron	12937441	AT1G35260	1
3UTR	12979863	AT1G35340	1
3UTR	13027767	AT1G35420	1
3UTR	13051568	AT1G35470	4
3UTR	13210250	AT1G35680	1
CDS	13209458	AT1G35680	63
3UTR	13320938	AT1G35830	1
CDS	13454718	AT1G36060	3
CDS	13455364	AT1G36060	6
CDS	13455391	AT1G36060	2
CDS	13455472	AT1G36060	1
CDS	13455531	AT1G36060	1
CDS	13534775	AT1G36160	1
CDS	13536235	AT1G36160	1
CDS	13539266	AT1G36160	1
3UTR	13674049	AT1G36320	21
3UTR	13899580	AT1G36732	1
3UTR	14026881	AT1G36980	49
3UTR	14161938	AT1G37130	2
CDS	14159953	AT1G37130	2
intron	14160030	AT1G37130	1
3UTR	15603768	AT1G41830	1
3UTR	15603809	AT1G41830	1
3UTR	15895373	AT1G42440	1
CDS	15898337	AT1G42440	1
5UTR	15936256	AT1G42480	5
CDS	15975136	AT1G42540	4
CDS	15975276	AT1G42540	1
CDS	15979361	AT1G42550	1
CDS	15979593	AT1G42550	32
CDS	16126844	AT1G42960	2
3UTR	16129864	AT1G42970	3
3UTR	16129907	AT1G42970	2
CDS	16129133	AT1G42970	1
CDS	16129175	AT1G42970	1
CDS	16129223	AT1G42970	2
intron	16129416	AT1G42970	1
CDS	16136469	AT1G42990	2
intron	16136933	AT1G42990	1
3UTR	16228139	AT1G43130	5
3UTR	16228258	AT1G43130	1
3UTR	16398268	AT1G43560	1
3UTR	16439425	AT1G43640	1
CDS	16579476	AT1G43800	1
intron	16578681	AT1G43800	1
3UTR	16580301	AT1G43810	1
3UTR	16622036	AT1G43850	1
CDS	16621477	AT1G43850	1
CDS	16622504	AT1G43860	1
intron	16837433	AT1G44350	1
CDS	16895098	AT1G44750	1
CDS	16973045	AT1G44900	1
CDS	16973220	AT1G44900	1
3UTR	16982816	AT1G44920	13
3UTR	17011809	AT1G45000	5
3UTR	17069201	AT1G45130	2
3UTR	17077592	AT1G45150	1
3UTR	17154734	AT1G45233	2
intron	17153499	AT1G45233	1
intron	17153557	AT1G45233	1
intron	17153587	AT1G45233	1
intron	17154381	AT1G45233	1
intron	17200159	AT1G45976	10
CDS	17283604	AT1G47128	2
3UTR	17298059	AT1G47200	12
3UTR	17328598	AT1G47270	1
CDS	17327769	AT1G47270	2
CDS	17344373	AT1G47310	1
3UTR	17353796	AT1G47330	2
3UTR	17353851	AT1G47330	16
3UTR	17386262	AT1G47400	4
3UTR	17395523	AT1G47410	1
3UTR	17486416	AT1G47580	1
3UTR	17616022	AT1G47840	5
3UTR	17616089	AT1G47840	3
CDS	17648022	AT1G47900	1
CDS	17648260	AT1G47900	1
CDS	17648492	AT1G47900	10
CDS	17649258	AT1G47900	1
CDS	17687479	AT1G47970	1
CDS	17768156	AT1G48100	1
CDS	17771683	AT1G48110	2
3UTR	17773773	AT1G48120	2
3UTR	17781791	AT1G48130	1
CDS	17780860	AT1G48130	1
3UTR	17790051	AT1G48170	1
3UTR	17802070	AT1G48210	1
3UTR	17808822	AT1G48230	61
5UTR	17811726	AT1G48240	13
3UTR	17837602	AT1G48280	1
CDS	17848265	AT1G48300	1
3UTR	17864188	AT1G48330	1
3UTR	17864409	AT1G48330	1
CDS	17864006	AT1G48330	1
3UTR	17881960	AT1G48400	1
CDS	17889768	AT1G48410	1
intron	17892426	AT1G48410	1
3UTR	17908542	AT1G48450	1
3UTR	17908676	AT1G48450	1
3UTR	17916027	AT1G48470	2
3UTR	17920961	AT1G48480	6
intron	17949491	AT1G48540	1
3UTR	17955235	AT1G48560	3
CDS	17954902	AT1G48560	1
3UTR	17955388	AT1G48570	5
3UTR	17970754	AT1G48610	1
3UTR	17973853	AT1G48620	35
3UTR	17974017	AT1G48620	1
3UTR	17981868	AT1G48630	1
3UTR	17986086	AT1G48635	4
intron	17984885	AT1G48635	2
CDS	18060068	AT1G48830	1
CDS	18068897	AT1G48860	1
CDS	18069059	AT1G48860	1
CDS	18069504	AT1G48860	11
3UTR	18072119	AT1G48870	3
CDS	18085044	AT1G48900	1
3UTR	18101693	AT1G48920	4
CDS	18098210	AT1G48920	10
CDS	18098689	AT1G48920	7
CDS	18098747	AT1G48920	1
intron	18098538	AT1G48920	1
3UTR	18113639	AT1G48960	1
intron	18116357	AT1G48970	1
CDS	18179602	AT1G49160	182
CDS	18184875	AT1G49180	1
3UTR	18279278	AT1G49380	5
CDS	18295211	AT1G49430	1
3UTR	18314469	AT1G49480	1
3UTR	18328632	AT1G49510	1
3UTR	18333689	AT1G49540	4
3UTR	18344480	AT1G49560	1
3UTR	18357018	AT1G49600	1
CDS	18383991	AT1G49670	4
intron	18384204	AT1G49670	1
intron	18388961	AT1G49700	13
intron	18389001	AT1G49700	1
3UTR	18391594	AT1G49710	1
3UTR	18402509	AT1G49720	4
3UTR	18402598	AT1G49720	1
3UTR	18438427	AT1G49800	2
3UTR	18438495	AT1G49800	1
3UTR	18445048	AT1G49820	7
3UTR	18455286	AT1G49850	1
3UTR	18473907	AT1G49900	2
CDS	18494759	AT1G49950	1
CDS	18496329	AT1G49950	4
3UTR	18501691	AT1G49970	8
3UTR	18501819	AT1G49970	3
CDS	18503423	AT1G49970	1
CDS	18503604	AT1G49970	1
intron	18502552	AT1G49970	11
3UTR	18512371	AT1G49980	1
CDS	18518967	AT1G50010	1
3UTR	18543848	AT1G50040	1
intron	18551876	AT1G50060	10
CDS	18595128	AT1G50200	2
CDS	18607302	AT1G50240	1
CDS	18616145	AT1G50250	2
3UTR	18638509	AT1G50320	66
3UTR	18649435	AT1G50350	1
3UTR	18657234	AT1G50360	1
3UTR	18657288	AT1G50360	1
CDS	18655957	AT1G50360	1
CDS	18657023	AT1G50360	1
3UTR	18661789	AT1G50370	8
3UTR	18662036	AT1G50370	4
CDS	18697112	AT1G50460	1
3UTR	18704725	AT1G50480	1
3UTR	18704766	AT1G50480	2
3UTR	18704882	AT1G50480	6
CDS	18703135	AT1G50480	1
CDS	18704232	AT1G50480	1
3UTR	18721142	AT1G50520	2
3UTR	18726157	AT1G50560	1
3UTR	18757227	AT1G50640	1
3UTR	18844390	AT1G50840	1
3UTR	18844661	AT1G50840	4
CDS	18871757	AT1G50920	2
CDS	18872538	AT1G50920	1
3UTR	18929610	AT1G51070	1
3UTR	18929771	AT1G51080	1
3UTR	18933857	AT1G51090	1
3UTR	18943585	AT1G51140	6
intron	19009598	AT1G51270	2
intron	19100617	AT1G51500	1
3UTR	19109618	AT1G51520	1
intron	19108735	AT1G51520	29
3UTR	19117350	AT1G51550	1
3UTR	19128133	AT1G51580	5
3UTR	19128160	AT1G51580	4
3UTR	19128213	AT1G51580	3
3UTR	19128245	AT1G51580	13
CDS	19128101	AT1G51580	1
3UTR	19128298	AT1G51590	1
CDS	19128727	AT1G51590	1
intron	19130375	AT1G51590	1
3UTR	19135413	AT1G51600	2
3UTR	19153810	AT1G51650	68
3UTR	19155748	AT1G51660	1
3UTR	19158678	AT1G51670	1
3UTR	19170213	AT1G51690	8
3UTR	19174981	AT1G51700	1
3UTR	19194747	AT1G51745	2
3UTR	19194799	AT1G51745	1
CDS	19200292	AT1G51760	1
3UTR	19217836	AT1G51800	1
CDS	19221284	AT1G51805	2
3UTR	19242969	AT1G51830	2
3UTR	19257437	AT1G51860	1
3UTR	19274576	AT1G51890	1
3UTR	19274654	AT1G51890	1
CDS	19278091	AT1G51890	1
3UTR	19307288	AT1G51950	3
3UTR	19323559	AT1G51980	1
3UTR	19333066	AT1G52000	1
3UTR	19383073	AT1G52100	1
3UTR	19395987	AT1G52120	3
3UTR	19409858	AT1G52150	1
3UTR	19438844	AT1G52190	2
3UTR	19489874	AT1G52330	1
3UTR	19506244	AT1G52360	1
3UTR	19508781	AT1G52370	333
3UTR	19508828	AT1G52370	119
3UTR	19508893	AT1G52370	49
3UTR	19561626	AT1G52510	2
intron	19562519	AT1G52510	5
intron	19562549	AT1G52510	3
3UTR	19568405	AT1G52520	1
CDS	19605642	AT1G52620	1
3UTR	19620705	AT1G52690	1
3UTR	19638474	AT1G52710	1
3UTR	19638604	AT1G52710	3
3UTR	19645044	AT1G52730	1
3UTR	19665668	AT1G52800	1
3UTR	19670657	AT1G52825	10
3UTR	19688915	AT1G52880	1
CDS	19772635	AT1G53050	1
3UTR	19794864	AT1G53120	1
3UTR	19802521	AT1G53140	1
CDS	19818780	AT1G53165	1
CDS	19847501	AT1G53210	1
3UTR	19854936	AT1G53240	1
CDS	19855443	AT1G53240	2
intron	19856178	AT1G53240	1
3UTR	19859278	AT1G53260	1
3UTR	19859304	AT1G53260	1
3UTR	19864831	AT1G53280	5
CDS	19886690	AT1G53310	1
CDS	19920943	AT1G53390	2
CDS	19940660	AT1G53430	3
intron	19939532	AT1G53430	1
CDS	19950041	AT1G53440	3
3UTR	19951170	AT1G53450	1
3UTR	19961734	AT1G53470	1
5UTR	19974195	AT1G53510	11
3UTR	19981151	AT1G53540	13
CDS	19980723	AT1G53540	3
3UTR	19991406	AT1G53580	1
3UTR	20026044	AT1G53645	1
3UTR	20038294	AT1G53670	2
3UTR	20039223	AT1G53680	11
CDS	20049715	AT1G53700	1
3UTR	20059627	AT1G53720	1
CDS	20059440	AT1G53720	1
3UTR	20073953	AT1G53780	3
3UTR	20074056	AT1G53780	1
3UTR	20084383	AT1G53800	3
3UTR	20154179	AT1G54000	2
3UTR	20170854	AT1G54040	1
3UTR	20170907	AT1G54040	1
CDS	20171476	AT1G54040	4
3UTR	20182423	AT1G54060	1
3UTR	20183547	AT1G54080	3
3UTR	20183829	AT1G54080	1
intron	20184217	AT1G54080	2
3UTR	20195334	AT1G54100	3
3UTR	20259467	AT1G54260	2
3UTR	20286520	AT1G54340	2
3UTR	20293178	AT1G54360	1
CDS	20293790	AT1G54370	1
3UTR	20298025	AT1G54380	1
CDS	20298538	AT1G54380	9
intron	20299527	AT1G54380	1
intron	20299613	AT1G54380	18
