region	coord	gene	WT PAT#
CDS	3584774	AT1G10760	1
3UTR	3591657	AT1G10770	1
3UTR	3592704	AT1G10780	3
3UTR	3598068	AT1G10790	1
5UTR	3611925	AT1G10850	2
3UTR	3616623	AT1G10870	2
intron	3628976	AT1G10890	1
3UTR	3632258	AT1G10900	1
3UTR	3632291	AT1G10900	2
CDS	3635949	AT1G10900	1
CDS	3645746	AT1G10920	2
CDS	3649899	AT1G10930	1
CDS	3656177	AT1G10940	1
3UTR	3663965	AT1G10950	1
intron	3662873	AT1G10950	1
3UTR	3670170	AT1G10990	1
3UTR	3670278	AT1G10990	1
intron	3674644	AT1G11000	1
3UTR	3684159	AT1G11050	3
3UTR	3689829	AT1G11060	21
CDS	3692126	AT1G11070	1
intron	3693140	AT1G11070	1
3UTR	3694622	AT1G11080	1
3UTR	3703719	AT1G11090	1
3UTR	3703746	AT1G11090	1
3UTR	3703778	AT1G11090	6
3UTR	3703782	AT1G11100	1
3UTR	3713001	AT1G11112	4
3UTR	3727334	AT1G11130	6
3UTR	3744671	AT1G11170	1
3UTR	3748410	AT1G11180	2
intron	3746146	AT1G11180	1
intron	3751779	AT1G11190	1
3UTR	3755773	AT1G11210	2
CDS	3756458	AT1G11210	1
3UTR	3766753	AT1G11240	4
CDS	3780003	AT1G11260	1
intron	3777697	AT1G11260	1
intron	3779632	AT1G11260	1
3UTR	3791234	AT1G11290	1
intron	3797501	AT1G11300	3
CDS	3801941	AT1G11310	11
3UTR	3808752	AT1G11320	1
3UTR	3808791	AT1G11320	2
3UTR	3808822	AT1G11320	4
3UTR	3808880	AT1G11320	1
CDS	3817397	AT1G11340	1
3UTR	3821474	AT1G11360	1
3UTR	3824516	AT1G11362	1
3UTR	3824610	AT1G11362	2
3UTR	3834165	AT1G11380	1
3UTR	3844330	AT1G11420	1
3UTR	3844414	AT1G11420	1
3UTR	3850680	AT1G11440	1
3UTR	3850757	AT1G11440	2
CDS	3850130	AT1G11440	1
3UTR	3855354	AT1G11450	4
3UTR	3855441	AT1G11450	6
3UTR	3863933	AT1G11475	18
3UTR	3864049	AT1G11475	1
3UTR	3864125	AT1G11480	1
3UTR	3871653	AT1G11500	3
3UTR	3875541	AT1G11530	1
3UTR	3875407	AT1G11540	1
3UTR	3875438	AT1G11540	3
3UTR	3878559	AT1G11545	7
3UTR	3890723	AT1G11580	1
3UTR	3890765	AT1G11580	10
3UTR	3890812	AT1G11580	19
3UTR	3912849	AT1G11630	2
3UTR	3912895	AT1G11630	3
3UTR	3919832	AT1G11655	2
3UTR	3928469	AT1G11670	1
CDS	3928993	AT1G11670	2
3UTR	3946613	AT1G11700	1
3UTR	3951213	AT1G11710	1
3UTR	3969676	AT1G11755	1
3UTR	3972126	AT1G11760	1
CDS	3996797	AT1G11840	1
CDS	3997264	AT1G11840	1
3UTR	4007666	AT1G11880	19
3UTR	4007695	AT1G11880	5
3UTR	4007728	AT1G11880	2
3UTR	4013041	AT1G11890	2
intron	4011972	AT1G11890	1
3UTR	4013073	AT1G11900	1
3UTR	4016387	AT1G11905	3
3UTR	4016433	AT1G11905	1
3UTR	4016486	AT1G11905	49
CDS	4017805	AT1G11910	1
intron	4023989	AT1G11920	1
intron	4029423	AT1G11930	1
3UTR	4031461	AT1G11940	15
3UTR	4039634	AT1G11960	4
3UTR	4039747	AT1G11960	4
3UTR	4062416	AT1G12020	2
3UTR	4072520	AT1G12040	2
3UTR	4075965	AT1G12050	1
3UTR	4085143	AT1G12080	1
CDS	4084680	AT1G12080	4
3UTR	4090093	AT1G12090	1
intron	4106916	AT1G12110	1
intron	4117174	AT1G12120	1
3UTR	4151020	AT1G12230	28
CDS	4156643	AT1G12240	1
3UTR	4158987	AT1G12244	2
intron	4158564	AT1G12244	1
3UTR	4174711	AT1G12280	1
3UTR	4174826	AT1G12280	1
3UTR	4178281	AT1G12290	1
3UTR	4178371	AT1G12290	3
3UTR	4187062	AT1G12310	1
3UTR	4196738	AT1G12330	6
CDS	4205006	AT1G12360	1
3UTR	4214251	AT1G12380	1
3UTR	4214287	AT1G12380	1
3UTR	4214449	AT1G12380	2
3UTR	4221775	AT1G12390	5
3UTR	4222679	AT1G12400	1
3UTR	4222732	AT1G12400	3
3UTR	4222829	AT1G12400	22
3UTR	4222876	AT1G12400	25
3UTR	4226375	AT1G12420	1
3UTR	4226534	AT1G12420	1
CDS	4236546	AT1G12430	1
3UTR	4245965	AT1G12450	2
3UTR	4250630	AT1G12460	3
3UTR	4250682	AT1G12460	1
3UTR	4250727	AT1G12460	1
3UTR	4263264	AT1G12500	1
3UTR	4263323	AT1G12500	1
3UTR	4267037	AT1G12520	1
3UTR	4268996	AT1G12530	3
3UTR	4286216	AT1G12600	1
3UTR	4290048	AT1G12610	3
3UTR	4303316	AT1G12640	6
intron	4321366	AT1G12680	1
3UTR	4326864	AT1G12710	1
3UTR	4337770	AT1G12730	6
3UTR	4337844	AT1G12730	1
CDS	4337021	AT1G12730	1
3UTR	4344776	AT1G12740	1
3UTR	4344834	AT1G12740	5
3UTR	4344891	AT1G12740	1
intron	4347938	AT1G12750	1
intron	4347983	AT1G12750	1
3UTR	4353613	AT1G12770	2
3UTR	4359150	AT1G12790	1
3UTR	4367074	AT1G12805	1
3UTR	4368860	AT1G12810	2
CDS	4370693	AT1G12820	1
3UTR	4378336	AT1G12840	1
3UTR	4378469	AT1G12840	5
3UTR	4391256	AT1G12880	1
3UTR	4392427	AT1G12900	1
CDS	4392720	AT1G12900	1
3UTR	4394969	AT1G12910	12
5UTR	4396257	AT1G12910	1
3UTR	4396510	AT1G12920	1
3UTR	4398374	AT1G12930	11
3UTR	4418383	AT1G12940	1
3UTR	4418447	AT1G12940	1
3UTR	4418529	AT1G12940	3
3UTR	4418571	AT1G12940	6
3UTR	4422672	AT1G12950	1
intron	4421148	AT1G12950	1
3UTR	4425715	AT1G12970	3
3UTR	4425741	AT1G12970	3
3UTR	4425852	AT1G12970	1
3UTR	4425900	AT1G12970	1
intron	4424647	AT1G12970	1
3UTR	4435912	AT1G12990	35
3UTR	4436116	AT1G12990	6
CDS	4448463	AT1G13040	1
CDS	4454576	AT1G13060	1
3UTR	4460837	AT1G13080	3
intron	4460188	AT1G13080	1
3UTR	4465692	AT1G13100	1
3UTR	4469139	AT1G13120	1
intron	4499188	AT1G13190	1
intron	4499319	AT1G13190	2
intron	4499377	AT1G13190	2
3UTR	4501692	AT1G13195	1
3UTR	4509114	AT1G13210	6
3UTR	4525486	AT1G13245	4
3UTR	4525619	AT1G13245	1
3UTR	4543821	AT1G13260	1
3UTR	4547241	AT1G13270	17
CDS	4546518	AT1G13270	1
3UTR	4548650	AT1G13280	116
CDS	4557354	AT1G13300	1
3UTR	4570568	AT1G13330	1
3UTR	4570599	AT1G13330	1
3UTR	4572337	AT1G13350	1
3UTR	4576879	AT1G13360	12
3UTR	4577030	AT1G13360	2
3UTR	4577155	AT1G13360	2
3UTR	4577202	AT1G13360	2
3UTR	4587776	AT1G13370	1
3UTR	4589092	AT1G13380	41
3UTR	4603345	AT1G13410	1
3UTR	4603392	AT1G13410	1
3UTR	4605972	AT1G13420	1
3UTR	4608420	AT1G13440	1
5UTR	4610497	AT1G13440	1
3UTR	4618309	AT1G13460	12
3UTR	4618347	AT1G13460	2
3UTR	4620213	AT1G13470	5
CDS	4620638	AT1G13470	1
3UTR	4622542	AT1G13480	2
3UTR	4622624	AT1G13480	4
3UTR	4622666	AT1G13480	1
CDS	4622995	AT1G13480	1
3UTR	4629340	AT1G13510	6
3UTR	4631696	AT1G13520	26
3UTR	4631777	AT1G13520	5
CDS	4632415	AT1G13520	1
3UTR	4633575	AT1G13530	1
3UTR	4633634	AT1G13530	3
3UTR	4638552	AT1G13560	2
3UTR	4638660	AT1G13560	57
3UTR	4638692	AT1G13560	1
3UTR	4642301	AT1G13570	3
3UTR	4644590	AT1G13580	4
3UTR	4644745	AT1G13580	15
3UTR	4644926	AT1G13580	1
3UTR	4648674	AT1G13590	1
3UTR	4648741	AT1G13590	9
3UTR	4650560	AT1G13600	3
3UTR	4675883	AT1G13635	1
3UTR	4677026	AT1G13640	2
3UTR	4677171	AT1G13640	1
intron	4680961	AT1G13650	1
3UTR	4694452	AT1G13690	2
CDS	4694071	AT1G13690	2
3UTR	4702677	AT1G13710	1
3UTR	4702764	AT1G13710	1
3UTR	4715461	AT1G13740	4
3UTR	4735345	AT1G13810	4
3UTR	4737708	AT1G13820	7
3UTR	4737837	AT1G13820	25
3UTR	4739822	AT1G13830	1
3UTR	4739961	AT1G13830	1
3UTR	4751072	AT1G13880	2
CDS	4750653	AT1G13880	1
3UTR	4757897	AT1G13910	2
3UTR	4757992	AT1G13910	15
3UTR	4762513	AT1G13940	1
3UTR	4762585	AT1G13940	1
3UTR	4774842	AT1G13950	1
3UTR	4779319	AT1G13960	6
3UTR	4779357	AT1G13960	9
3UTR	4794655	AT1G13980	4
3UTR	4800182	AT1G14010	3
3UTR	4805211	AT1G14020	1
3UTR	4805376	AT1G14020	2
3UTR	4814565	AT1G14040	3
3UTR	4820251	AT1G14070	5
3UTR	4824485	AT1G14080	1
3UTR	4829694	AT1G14100	1
3UTR	4833421	AT1G14120	2
intron	4834343	AT1G14120	1
3UTR	4835786	AT1G14130	1
3UTR	4835811	AT1G14130	2
3UTR	4835870	AT1G14130	1
3UTR	4835907	AT1G14130	14
intron	4839010	AT1G14140	1
intron	4839073	AT1G14140	1
3UTR	4840644	AT1G14160	8
3UTR	4840702	AT1G14160	3
3UTR	4840756	AT1G14160	1
CDS	4841237	AT1G14160	1
3UTR	4843312	AT1G14170	2
3UTR	4849208	AT1G14180	4
3UTR	4852013	AT1G14185	3
3UTR	4852055	AT1G14185	1
CDS	4850932	AT1G14185	1
intron	4850391	AT1G14185	1
3UTR	4854370	AT1G14190	5
CDS	4854597	AT1G14200	1
3UTR	4858427	AT1G14220	3
3UTR	4858547	AT1G14220	7
3UTR	4867894	AT1G14240	6
intron	4866153	AT1G14240	1
3UTR	4874827	AT1G14260	1
CDS	4876407	AT1G14270	1
3UTR	4879185	AT1G14280	1
3UTR	4880033	AT1G14290	4
3UTR	4880090	AT1G14290	6
3UTR	4880174	AT1G14290	8
3UTR	4882408	AT1G14300	1
3UTR	4889411	AT1G14320	1
3UTR	4899953	AT1G14345	1
3UTR	4900024	AT1G14345	2
CDS	4899740	AT1G14345	1
3UTR	4918034	AT1G14370	1
3UTR	4918086	AT1G14370	39
5UTR	4915682	AT1G14370	1
intron	4916190	AT1G14370	1
3UTR	4918009	AT1G14380	1
3UTR	4927049	AT1G14390	1
3UTR	4927182	AT1G14400	1
3UTR	4929116	AT1G14410	6
3UTR	4938813	AT1G14440	1
3UTR	4938947	AT1G14440	1
3UTR	4961847	AT1G14500	1
3UTR	4961778	AT1G14510	1
3UTR	4961886	AT1G14510	19
3UTR	4962090	AT1G14510	1
3UTR	4968085	AT1G14520	1
3UTR	4968211	AT1G14520	41
intron	4968442	AT1G14520	1
3UTR	4971109	AT1G14530	1
3UTR	4974004	AT1G14540	1
3UTR	4980461	AT1G14550	7
3UTR	4983285	AT1G14560	4
3UTR	4992608	AT1G14580	3
3UTR	4992788	AT1G14580	2
intron	4989975	AT1G14580	1
3UTR	4998889	AT1G14590	7
3UTR	5001073	AT1G14600	1
3UTR	5008162	AT1G14610	1
CDS	5009483	AT1G14610	3
3UTR	5031945	AT1G14660	1
3UTR	5048730	AT1G14687	1
3UTR	5051708	AT1G14690	1
3UTR	5061864	AT1G14710	4
CDS	5077470	AT1G14740	1
3UTR	5093962	AT1G14780	2
3UTR	5094025	AT1G14780	10
3UTR	5094127	AT1G14780	9
3UTR	5094183	AT1G14780	3
CDS	5092526	AT1G14780	8
CDS	5092639	AT1G14780	2
CDS	5093165	AT1G14780	1
CDS	5094602	AT1G14790	1
3UTR	5102582	AT1G14800	1
3UTR	5102381	AT1G14810	1
3UTR	5102431	AT1G14810	1
intron	5107852	AT1G14830	1
3UTR	5116674	AT1G14850	1
3UTR	5116767	AT1G14850	1
3UTR	5125951	AT1G14860	3
3UTR	5125982	AT1G14860	2
3UTR	5126030	AT1G14860	1
3UTR	5126145	AT1G14860	26
CDS	5128852	AT1G14870	1
3UTR	5139836	AT1G14910	2
3UTR	5154510	AT1G14940	1
3UTR	5154540	AT1G14940	1
CDS	5164322	AT1G14970	2
3UTR	5171832	AT1G15010	3
CDS	5171628	AT1G15010	1
3UTR	5173009	AT1G15020	1
3UTR	5173233	AT1G15020	4
5UTR	5177590	AT1G15030	3
intron	5178888	AT1G15030	2
intron	5179036	AT1G15030	12
3UTR	5183610	AT1G15060	23
3UTR	5183688	AT1G15060	1
3UTR	5183742	AT1G15060	7
3UTR	5189599	AT1G15080	1
3UTR	5189638	AT1G15080	1
3UTR	5193420	AT1G15100	1
3UTR	5193576	AT1G15100	22
3UTR	5202160	AT1G15110	1
3UTR	5202215	AT1G15110	3
3UTR	5204113	AT1G15120	266
3UTR	5204189	AT1G15120	3
3UTR	5206178	AT1G15125	2
3UTR	5206217	AT1G15125	1
3UTR	5210208	AT1G15140	2
intron	5211178	AT1G15140	1
intron	5218006	AT1G15165	1
3UTR	5222965	AT1G15170	3
3UTR	5228219	AT1G15190	1
intron	5229211	AT1G15200	1
3UTR	5231347	AT1G15210	2
3UTR	5231433	AT1G15210	2
3UTR	5240055	AT1G15215	2
3UTR	5240198	AT1G15220	1
3UTR	5242211	AT1G15230	2
3UTR	5242255	AT1G15230	2
3UTR	5248589	AT1G15250	2
3UTR	5248664	AT1G15250	1
3UTR	5250444	AT1G15260	1
3UTR	5250579	AT1G15270	1
3UTR	5256769	AT1G15280	4
3UTR	5256799	AT1G15280	1
3UTR	5268953	AT1G15310	1
3UTR	5268984	AT1G15310	1
CDS	5269559	AT1G15310	1
3UTR	5275628	AT1G15340	1
CDS	5276527	AT1G15340	2
3UTR	5292406	AT1G15380	2
3UTR	5292782	AT1G15385	1
3UTR	5292857	AT1G15385	2
3UTR	5295755	AT1G15390	1
3UTR	5300923	AT1G15410	2
3UTR	5300841	AT1G15415	1
3UTR	5301599	AT1G15420	2
CDS	5301906	AT1G15420	1
3UTR	5317861	AT1G15470	5
3UTR	5320561	AT1G15480	5
3UTR	5320646	AT1G15480	1
3UTR	5331837	AT1G15510	1
3UTR	5331857	AT1G15520	11
3UTR	5365489	AT1G15570	2
3UTR	5365520	AT1G15570	2
3UTR	5365695	AT1G15580	1
3UTR	5371762	AT1G15610	2
3UTR	5374570	AT1G15620	4
3UTR	5378019	AT1G15630	2
3UTR	5380111	AT1G15640	1
3UTR	5380136	AT1G15640	2
3UTR	5385321	AT1G15660	1
3UTR	5402614	AT1G15690	1
3UTR	5402532	AT1G15700	2
3UTR	5405684	AT1G15710	7
3UTR	5407398	AT1G15730	2
3UTR	5414563	AT1G15740	1
3UTR	5414811	AT1G15750	1
3UTR	5414906	AT1G15750	4
3UTR	5426578	AT1G15760	1
3UTR	5426611	AT1G15760	1
3UTR	5430095	AT1G15780	1
3UTR	5441150	AT1G15800	1
3UTR	5441237	AT1G15800	7
CDS	5441931	AT1G15800	2
3UTR	5446643	AT1G15810	1
CDS	5445199	AT1G15810	1
CDS	5446779	AT1G15820	1
intron	5447236	AT1G15820	1
3UTR	5448052	AT1G15825	2
3UTR	5450441	AT1G15830	8
3UTR	5456877	AT1G15860	1
3UTR	5457059	AT1G15860	5
3UTR	5458263	AT1G15870	1
3UTR	5458500	AT1G15870	1
3UTR	5458449	AT1G15880	7
CDS	5461766	AT1G15890	1
3UTR	5464736	AT1G15900	1
3UTR	5464810	AT1G15900	7
3UTR	5464932	AT1G15900	2
3UTR	5469121	AT1G15910	1
CDS	5470405	AT1G15920	1
CDS	5470579	AT1G15920	1
CDS	5470661	AT1G15920	3
3UTR	5478258	AT1G15940	1
intron	5483963	AT1G15960	1
3UTR	5486273	AT1G15970	11
3UTR	5486318	AT1G15970	19
CDS	5491184	AT1G15980	1
3UTR	5495372	AT1G16010	2
intron	5509982	AT1G16060	1
3UTR	5511796	AT1G16070	1
3UTR	5517911	AT1G16090	2
CDS	5519807	AT1G16110	1
3UTR	5528123	AT1G16130	13
3UTR	5528207	AT1G16130	1
intron	5526625	AT1G16130	1
3UTR	5538436	AT1G16160	1
intron	5539408	AT1G16170	1
3UTR	5546020	AT1G16190	1
3UTR	5546104	AT1G16190	2
3UTR	5546156	AT1G16190	1
3UTR	5550710	AT1G16220	4
3UTR	5559425	AT1G16250	1
3UTR	5568292	AT1G16270	65
3UTR	5577543	AT1G16300	3
3UTR	5580721	AT1G16310	7
3UTR	5593081	AT1G16350	1
3UTR	5593388	AT1G16360	1
3UTR	5598351	AT1G16370	2
3UTR	5598459	AT1G16370	79
CDS	5597298	AT1G16370	2
3UTR	5607470	AT1G16400	22
3UTR	5612227	AT1G16420	1
3UTR	5612263	AT1G16420	1
3UTR	5615510	AT1G16430	3
3UTR	5617782	AT1G16440	1
3UTR	5619565	AT1G16460	3
3UTR	5625694	AT1G16480	2
3UTR	5629635	AT1G16490	5
3UTR	5647462	AT1G16515	1
3UTR	5651055	AT1G16520	1
3UTR	5651147	AT1G16520	1
3UTR	5651196	AT1G16520	4
3UTR	5651249	AT1G16520	1
3UTR	5651269	AT1G16530	1
3UTR	5651364	AT1G16530	1
intron	5652306	AT1G16530	5
intron	5652432	AT1G16530	2
3UTR	5670668	AT1G16560	30
3UTR	5670761	AT1G16560	1
3UTR	5670492	AT1G16570	1
3UTR	5670576	AT1G16570	24
3UTR	5670656	AT1G16570	1
3UTR	5675878	AT1G16610	28
3UTR	5682014	AT1G16630	1
3UTR	5687626	AT1G16640	2
3UTR	5687720	AT1G16640	1
3UTR	5699729	AT1G16670	1
3UTR	5699847	AT1G16670	2
CDS	5699487	AT1G16670	1
3UTR	5726479	AT1G16720	1
intron	5723790	AT1G16720	1
CDS	5727104	AT1G16730	1
3UTR	5729151	AT1G16740	1
3UTR	5728983	AT1G16750	1
3UTR	5729133	AT1G16750	1
3UTR	5739272	AT1G16780	8
3UTR	5745168	AT1G16790	3
3UTR	5745243	AT1G16800	2
3UTR	5756836	AT1G16820	1
3UTR	5756898	AT1G16820	6
3UTR	5764807	AT1G16850	6
3UTR	5770328	AT1G16858	1
3UTR	5770641	AT1G16858	3
3UTR	5770741	AT1G16870	11
3UTR	5770825	AT1G16870	6
CDS	5772120	AT1G16870	1
intron	5771619	AT1G16870	1
intron	5771681	AT1G16870	1
intron	5774080	AT1G16880	1
3UTR	5776345	AT1G16890	1
5UTR	5782417	AT1G16900	1
3UTR	5782454	AT1G16905	1
3UTR	5786559	AT1G16916	1
3UTR	5786598	AT1G16916	31
3UTR	5791738	AT1G16930	6
3UTR	5791804	AT1G16930	1
3UTR	5800789	AT1G16960	16
3UTR	5800843	AT1G16960	5
3UTR	5821811	AT1G17020	6
3UTR	5821959	AT1G17020	9
3UTR	5822012	AT1G17020	1
CDS	5821655	AT1G17020	1
3UTR	5831372	AT1G17050	4
3UTR	5832096	AT1G17060	5
3UTR	5832125	AT1G17060	3
CDS	5833143	AT1G17060	1
CDS	5833481	AT1G17060	1
intron	5834126	AT1G17060	1
3UTR	5840280	AT1G17080	13
3UTR	5840320	AT1G17080	3
3UTR	5842177	AT1G17090	1
3UTR	5842217	AT1G17090	7
3UTR	5842323	AT1G17090	1
3UTR	5845589	AT1G17110	1
3UTR	5845646	AT1G17110	1
3UTR	5845674	AT1G17110	3
3UTR	5845736	AT1G17110	2
CDS	5848106	AT1G17110	1
3UTR	5856623	AT1G17130	13
intron	5855481	AT1G17130	1
3UTR	5856556	AT1G17140	1
3UTR	5869335	AT1G17160	5
3UTR	5869424	AT1G17160	1
3UTR	5873086	AT1G17180	21
3UTR	5876468	AT1G17190	2
3UTR	5880423	AT1G17210	1
CDS	5880832	AT1G17210	2
intron	5889475	AT1G17220	1
3UTR	5894992	AT1G17230	1
3UTR	5895033	AT1G17230	18
3UTR	5895094	AT1G17230	11
3UTR	5896391	AT1G17240	4
3UTR	5909226	AT1G17270	4
3UTR	5909290	AT1G17270	3
3UTR	5921416	AT1G17285	5
3UTR	5926413	AT1G17290	2
intron	5924679	AT1G17290	1
3UTR	5927620	AT1G17300	2
3UTR	5927669	AT1G17300	2
3UTR	5941039	AT1G17345	2
3UTR	5941067	AT1G17345	2
3UTR	5941177	AT1G17345	1
3UTR	5951461	AT1G17370	1
3UTR	5981403	AT1G17420	16
3UTR	5981443	AT1G17420	1
3UTR	5981590	AT1G17420	1
CDS	5978507	AT1G17420	1
CDS	5978543	AT1G17420	2
intron	5978393	AT1G17420	1
intron	5979476	AT1G17420	3
intron	5979770	AT1G17420	1
3UTR	5983975	AT1G17430	16
3UTR	5988474	AT1G17450	1
CDS	5990367	AT1G17450	54
3UTR	5998419	AT1G17455	1
3UTR	5998540	AT1G17455	1
3UTR	6006402	AT1G17480	1
3UTR	6006444	AT1G17480	2
3UTR	6006514	AT1G17480	1
3UTR	6023451	AT1G17500	1
3UTR	6023502	AT1G17500	14
3UTR	6023583	AT1G17500	3
3UTR	6037152	AT1G17550	2
3UTR	6037406	AT1G17560	2
3UTR	6037459	AT1G17560	4
3UTR	6037488	AT1G17560	3
3UTR	6050188	AT1G17590	3
3UTR	6050248	AT1G17590	10
3UTR	6050338	AT1G17590	1
3UTR	6058261	AT1G17610	6
CDS	6057637	AT1G17610	1
CDS	6067911	AT1G17640	3
intron	6070282	AT1G17650	1
3UTR	6072297	AT1G17665	4
3UTR	6082335	AT1G17680	14
3UTR	6082736	AT1G17690	1
3UTR	6082767	AT1G17690	1
intron	6096435	AT1G17720	1
3UTR	6100220	AT1G17730	1
3UTR	6100307	AT1G17730	126
CDS	6099285	AT1G17730	2
3UTR	6101115	AT1G17744	1
intron	6112989	AT1G17760	7
intron	6113076	AT1G17760	1
3UTR	6125425	AT1G17790	1
3UTR	6131628	AT1G17810	1
3UTR	6136007	AT1G17830	1
3UTR	6146050	AT1G17850	2
3UTR	6146129	AT1G17850	19
3UTR	6150083	AT1G17860	1
3UTR	6152456	AT1G17880	1
3UTR	6154400	AT1G17890	1
3UTR	6161831	AT1G17920	2
3UTR	6161867	AT1G17920	7
3UTR	6166237	AT1G17930	1
3UTR	6166298	AT1G17930	3
3UTR	6166326	AT1G17930	1
3UTR	6179144	AT1G17950	1
3UTR	6179226	AT1G17950	2
3UTR	6179273	AT1G17950	4
3UTR	6187346	AT1G17970	1
3UTR	6187479	AT1G17980	1
intron	6190645	AT1G17980	1
intron	6190735	AT1G17980	1
3UTR	6206893	AT1G18030	2
3UTR	6206867	AT1G18040	5
3UTR	6211966	AT1G18060	2
3UTR	6224228	AT1G18080	2
3UTR	6227802	AT1G18090	2
CDS	6229165	AT1G18100	1
CDS	6244819	AT1G18150	1
intron	6245990	AT1G18150	8
intron	6266301	AT1G18200	1
3UTR	6276774	AT1G18250	1
CDS	6281209	AT1G18260	1
3UTR	6283542	AT1G18270	2
CDS	6284189	AT1G18270	1
CDS	6290292	AT1G18270	1
3UTR	6295363	AT1G18280	2
3UTR	6298109	AT1G18290	5
3UTR	6298173	AT1G18290	4
3UTR	6301183	AT1G18300	2
CDS	6300447	AT1G18300	1
CDS	6300472	AT1G18300	1
3UTR	6301059	AT1G18310	1
3UTR	6316711	AT1G18360	1
intron	6328353	AT1G18390	1
intron	6328427	AT1G18390	1
3UTR	6333711	AT1G18400	1
3UTR	6345758	AT1G18420	1
3UTR	6347828	AT1G18440	1
3UTR	6347870	AT1G18440	2
3UTR	6351905	AT1G18450	2
3UTR	6356081	AT1G18460	12
CDS	6355393	AT1G18460	1
3UTR	6356246	AT1G18470	2
3UTR	6373085	AT1G18500	4
CDS	6377756	AT1G18540	4
3UTR	6381519	AT1G18550	1
3UTR	6391094	AT1G18570	8
3UTR	6391349	AT1G18570	3
CDS	6390476	AT1G18570	1
CDS	6390836	AT1G18570	2
CDS	6390880	AT1G18570	3
3UTR	6398065	AT1G18580	15
3UTR	6398140	AT1G18580	6
3UTR	6398169	AT1G18580	24
3UTR	6399729	AT1G18590	8
3UTR	6399797	AT1G18590	3
3UTR	6399878	AT1G18590	23
intron	6401615	AT1G18600	1
3UTR	6409277	AT1G18610	1
CDS	6421488	AT1G18660	1
3UTR	6426896	AT1G18670	1
CDS	6430302	AT1G18670	1
intron	6428900	AT1G18670	4
3UTR	6431973	AT1G18680	9
3UTR	6436886	AT1G18690	1
3UTR	6436921	AT1G18690	4
intron	6434547	AT1G18690	1
intron	6434602	AT1G18690	35
intron	6434690	AT1G18690	4
intron	6434773	AT1G18690	1
intron	6451044	AT1G18710	1
3UTR	6465547	AT1G18740	4
3UTR	6469940	AT1G18750	1
3UTR	6475876	AT1G18773	1
intron	6483344	AT1G18800	6
3UTR	6485618	AT1G18810	13
3UTR	6504724	AT1G18850	1
3UTR	6504882	AT1G18850	1
3UTR	6511311	AT1G18860	2
3UTR	6519277	AT1G18870	1
3UTR	6519398	AT1G18870	1
intron	6519127	AT1G18870	1
3UTR	6523239	AT1G18890	3
3UTR	6532471	AT1G18900	1
CDS	6536348	AT1G18910	1
3UTR	6545754	AT1G18940	4
3UTR	6554567	AT1G18970	3
3UTR	6557226	AT1G18980	192
3UTR	6560930	AT1G19000	1
CDS	6561420	AT1G19000	1
intron	6567292	AT1G19010	11
3UTR	6568687	AT1G19020	6
3UTR	6570942	AT1G19025	10
3UTR	6577765	AT1G19050	5
3UTR	6577840	AT1G19050	23
3UTR	6577889	AT1G19050	5
CDS	6577925	AT1G19050	4
3UTR	6605831	AT1G19110	2
3UTR	6605939	AT1G19110	1
3UTR	6609483	AT1G19120	1
CDS	6608916	AT1G19120	2
3UTR	6609410	AT1G19130	1
3UTR	6613970	AT1G19150	13
3UTR	6613843	AT1G19160	1
3UTR	6619037	AT1G19170	1
3UTR	6626853	AT1G19210	2
3UTR	6628065	AT1G19220	1
3UTR	6628093	AT1G19220	1
3UTR	6628162	AT1G19220	1
intron	6645295	AT1G19230	1
3UTR	6649244	AT1G19240	1
3UTR	6649377	AT1G19240	4
3UTR	6650533	AT1G19250	12
3UTR	6650563	AT1G19250	3
intron	6664518	AT1G19270	1
3UTR	6687105	AT1G19340	1
3UTR	6690399	AT1G19360	1
3UTR	6690590	AT1G19360	18
3UTR	6698740	AT1G19380	1
3UTR	6698893	AT1G19380	2
intron	6698413	AT1G19380	3
intron	6710393	AT1G19394	2
intron	6710438	AT1G19394	3
3UTR	6712056	AT1G19400	6
3UTR	6724454	AT1G19430	2
3UTR	6730884	AT1G19440	2
3UTR	6731391	AT1G19450	1
3UTR	6731433	AT1G19450	13
3UTR	6746381	AT1G19480	2
3UTR	6751672	AT1G19490	1
3UTR	6756250	AT1G19510	1
3UTR	6756292	AT1G19510	3
3UTR	6756347	AT1G19510	2
intron	6756924	AT1G19510	1
3UTR	6767323	AT1G19540	2
intron	6765994	AT1G19540	1
intron	6766024	AT1G19540	1
3UTR	6777270	AT1G19580	1
3UTR	6777349	AT1G19580	21
3UTR	6777430	AT1G19580	40
3UTR	6777492	AT1G19580	2
3UTR	6781032	AT1G19600	2
3UTR	6781073	AT1G19600	4
3UTR	6781423	AT1G19610	1
3UTR	6785360	AT1G19630	1
CDS	6801527	AT1G19660	1
CDS	6815876	AT1G19710	2
3UTR	6819645	AT1G19720	2
3UTR	6819692	AT1G19720	1
CDS	6821800	AT1G19720	2
3UTR	6822844	AT1G19730	2
3UTR	6822887	AT1G19730	1
3UTR	6822921	AT1G19730	6
intron	6823779	AT1G19730	1
3UTR	6825325	AT1G19740	8
3UTR	6825401	AT1G19740	1
3UTR	6825428	AT1G19740	2
3UTR	6825510	AT1G19740	1
intron	6828386	AT1G19750	1
3UTR	6833748	AT1G19770	5
3UTR	6833797	AT1G19770	9
3UTR	6838171	AT1G19790	2
