region	coord	gene	WT PAT#	Oxt6 PAT#
3UTR	3269526	AT1G10020	3	1
3UTR	3269583	AT1G10020	5	6
3UTR	3269656	AT1G10020	11	1
3UTR	3269714	AT1G10020	6	33
3UTR	3275818	AT1G10030	9	1
3UTR	3275886	AT1G10030	27	1
CDS	3278381	AT1G10040	5	1
3UTR	3283518	AT1G10050	14	15
3UTR	3286960	AT1G10060	48	15
3UTR	3287106	AT1G10060	15	16
3UTR	3290394	AT1G10070	1	1
3UTR	3290369	AT1G10090	48	1
3UTR	3322187	AT1G10130	6	9
3UTR	3327604	AT1G10150	27	2
3UTR	3333583	AT1G10170	84	58
3UTR	3333822	AT1G10170	1	1
3UTR	3338306	AT1G10180	17	12
3UTR	3346405	AT1G10200	491	292
3UTR	3351195	AT1G10210	1	1
3UTR	3356306	AT1G10230	1	2
3UTR	3356775	AT1G10240	3	15
3UTR	3366387	AT1G10270	24	89
3UTR	3366480	AT1G10270	36	119
3UTR	3377256	AT1G10290	1	3
3UTR	3377352	AT1G10290	97	98
3UTR	3381537	AT1G10310	6	6
3UTR	3381608	AT1G10310	36	39
3UTR	3390261	AT1G10330	17	8
3UTR	3393425	AT1G10350	22	1
3UTR	3395483	AT1G10360	1	3
3UTR	3395573	AT1G10360	97	218
3UTR	3397098	AT1G10370	47	1
3UTR	3402274	AT1G10380	6	5
3UTR	3407023	AT1G10390	2	1
intron	3409632	AT1G10390	31	114
3UTR	3428474	AT1G10430	7	1
3UTR	3442500	AT1G10470	226	16
3UTR	3442565	AT1G10470	5	2
intron	3443001	AT1G10470	28	36
3UTR	3460004	AT1G10500	75	86
3UTR	3465747	AT1G10510	128	280
3UTR	3471404	AT1G10522	1	3
3UTR	3471487	AT1G10522	1	2
3UTR	3479125	AT1G10550	18	3
3UTR	3479205	AT1G10550	1	1
3UTR	3491240	AT1G10570	4	1
3UTR	3491280	AT1G10580	10	12
CDS	3493182	AT1G10580	53	14
3UTR	3493940	AT1G10585	8	1
3UTR	3502049	AT1G10590	356	155
3UTR	3508908	AT1G10610	4	13
3UTR	3513001	AT1G10630	86	74
3UTR	3515402	AT1G10640	3	3
3UTR	3524037	AT1G10650	1	3
3UTR	3524072	AT1G10650	3	1
CDS	3524154	AT1G10650	18	4
3UTR	3531682	AT1G10657	10	3
3UTR	3534926	AT1G10660	2	5
3UTR	3535067	AT1G10660	8	28
3UTR	3535117	AT1G10660	3	5
3UTR	3538271	AT1G10670	157	7
3UTR	3549970	AT1G10690	29	2
3UTR	3564624	AT1G10720	4	1
3UTR	3564710	AT1G10720	32	19
3UTR	3568169	AT1G10740	44	14
3UTR	3568255	AT1G10740	5	10
3UTR	3581033	AT1G10760	128	169
3UTR	3581112	AT1G10760	18	65
3UTR	3600908	AT1G10820	44	2
3UTR	3605596	AT1G10830	36	1
3UTR	3607696	AT1G10840	34	1
3UTR	3614454	AT1G10850	166	1190
3UTR	3614629	AT1G10850	1	2
3UTR	3614512	AT1G10865	19	6
3UTR	3614560	AT1G10865	6	5
3UTR	3614610	AT1G10865	4	34
3UTR	3630758	AT1G10890	16	5
CDS	3629221	AT1G10890	1	1
intron	3628381	AT1G10890	1	2
3UTR	3644108	AT1G10910	59	15
3UTR	3644171	AT1G10910	23	7
3UTR	3655797	AT1G10940	62	19
3UTR	3655877	AT1G10940	7	3
3UTR	3655922	AT1G10940	6	25
3UTR	3663892	AT1G10950	18	345
3UTR	3664017	AT1G10950	1	3
3UTR	3664980	AT1G10960	4	4
3UTR	3665030	AT1G10960	81	24
3UTR	3665115	AT1G10960	1	2
3UTR	3671813	AT1G11000	3	2
3UTR	3678525	AT1G11020	54	5
3UTR	3683903	AT1G11050	57	18
3UTR	3684125	AT1G11050	1	8
3UTR	3684200	AT1G11050	2	1
3UTR	3694671	AT1G11080	8	3
3UTR	3748522	AT1G11180	28	3
3UTR	3750140	AT1G11190	2	1
3UTR	3755629	AT1G11200	60	2
3UTR	3755671	AT1G11210	39	9
CDS	3766995	AT1G11240	2	1
3UTR	3780185	AT1G11260	3	7
3UTR	3780338	AT1G11260	484	184
3UTR	3787338	AT1G11280	17	1
3UTR	3800798	AT1G11300	2	2
3UTR	3800851	AT1G11300	9	1
3UTR	3800791	AT1G11310	564	629
3UTR	3813568	AT1G11330	28	2
3UTR	3817512	AT1G11350	30	11
3UTR	3817614	AT1G11350	1	2
3UTR	3817665	AT1G11350	1	1
3UTR	3821543	AT1G11360	24	35
intron	3821967	AT1G11360	1	1
3UTR	3834213	AT1G11380	23	4
3UTR	3834279	AT1G11380	11	1
3UTR	3834444	AT1G11390	11	10
3UTR	3834579	AT1G11390	16	29
3UTR	3840203	AT1G11400	21	3
3UTR	3844434	AT1G11410	4	2
3UTR	3849108	AT1G11430	11	1
3UTR	3863993	AT1G11475	13	1
3UTR	3875397	AT1G11530	2	7
3UTR	3875465	AT1G11530	39	7
3UTR	3878596	AT1G11545	5	3
3UTR	3903783	AT1G11600	11	13
3UTR	3903833	AT1G11600	3	6
3UTR	3918185	AT1G11650	34	2
3UTR	3924488	AT1G11660	32	3
3UTR	3928159	AT1G11670	2	3
3UTR	3928214	AT1G11670	1	2
CDS	3928921	AT1G11670	4	1
3UTR	3946677	AT1G11700	17	3
3UTR	3956975	AT1G11720	2	1
3UTR	3957029	AT1G11720	54	89
3UTR	3963235	AT1G11740	19	27
3UTR	3969649	AT1G11750	4	1
3UTR	3969707	AT1G11750	11	11
3UTR	3972007	AT1G11760	9	2
3UTR	3972074	AT1G11760	20	65
3UTR	3977353	AT1G11780	20	2
3UTR	3977424	AT1G11780	6	1
3UTR	3985216	AT1G11790	46	18
3UTR	3997785	AT1G11840	840	1209
3UTR	3999692	AT1G11850	6	15
3UTR	3999817	AT1G11850	13	8
3UTR	3999863	AT1G11850	4	3
3UTR	4003383	AT1G11860	417	2585
3UTR	4003443	AT1G11860	14	62
3UTR	4006691	AT1G11870	7	3
3UTR	4016790	AT1G11910	2	6
3UTR	4016893	AT1G11910	108	162
3UTR	4016941	AT1G11910	1	32
3UTR	4016994	AT1G11910	1	1
3UTR	4025921	AT1G11925	2	1
3UTR	4030483	AT1G11930	11	26
3UTR	4030535	AT1G11930	35	10
3UTR	4030621	AT1G11930	1	3
intron	4029322	AT1G11930	11	5
3UTR	4031536	AT1G11940	9	1
3UTR	4039710	AT1G11960	55	2
3UTR	4049990	AT1G12000	76	5
3UTR	4057824	AT1G12010	2	7
3UTR	4062461	AT1G12020	3	3
3UTR	4076151	AT1G12050	46	39
3UTR	4085002	AT1G12080	1	89
3UTR	4089895	AT1G12090	21	22
3UTR	4095982	AT1G12100	2	2
3UTR	4109539	AT1G12110	611	66
intron	4106789	AT1G12110	1	86
3UTR	4114782	AT1G12120	53	16
3UTR	4123468	AT1G12140	71	14
3UTR	4123545	AT1G12140	72	19
3UTR	4128252	AT1G12160	9	2
3UTR	4139973	AT1G12200	1	3
3UTR	4140022	AT1G12200	21	17
3UTR	4140067	AT1G12200	1	2
3UTR	4147805	AT1G12220	2	8
3UTR	4150835	AT1G12230	29	2
3UTR	4150965	AT1G12230	158	8
3UTR	4157528	AT1G12240	5	5
3UTR	4157576	AT1G12240	2	1
3UTR	4157610	AT1G12240	19	2
3UTR	4157658	AT1G12240	21	1
3UTR	4159047	AT1G12244	8	2
3UTR	4161381	AT1G12250	63	308
3UTR	4161489	AT1G12250	10	8
3UTR	4174733	AT1G12270	64	13
3UTR	4187171	AT1G12310	6	10
3UTR	4187316	AT1G12310	255	32
3UTR	4190343	AT1G12320	5	1
3UTR	4200803	AT1G12350	53	4
3UTR	4206334	AT1G12360	45	4
3UTR	4221697	AT1G12390	25	28
3UTR	4222788	AT1G12400	2	1
3UTR	4225076	AT1G12410	1	118
3UTR	4233884	AT1G12430	15	9
intron	4236658	AT1G12430	5	3
3UTR	4241610	AT1G12440	11424	20101
3UTR	4245993	AT1G12450	9	1
3UTR	4250568	AT1G12460	43	1
3UTR	4257396	AT1G12470	389	503
3UTR	4257286	AT1G12480	6	1
3UTR	4263378	AT1G12500	3	8
3UTR	4267159	AT1G12520	841	3524
3UTR	4277842	AT1G12560	2	1
3UTR	4277909	AT1G12560	31	27
3UTR	4277992	AT1G12570	5	31
3UTR	4285832	AT1G12580	45	2
3UTR	4289931	AT1G12610	621	10
3UTR	4303241	AT1G12640	1	1
3UTR	4303420	AT1G12640	22	4
3UTR	4307962	AT1G12650	4	4
3UTR	4319926	AT1G12680	341	439
3UTR	4320006	AT1G12680	2	23
intron	4323595	AT1G12700	10	137
3UTR	4326745	AT1G12710	56	7
3UTR	4337878	AT1G12730	1	1
3UTR	4344983	AT1G12750	12	2
5UTR	4346701	AT1G12750	25	5
intron	4348060	AT1G12750	2	1
3UTR	4350731	AT1G12760	125	46
3UTR	4350850	AT1G12760	17	5
3UTR	4355969	AT1G12780	240	64
3UTR	4356033	AT1G12780	1	11
3UTR	4361637	AT1G12800	4	138
3UTR	4361762	AT1G12800	1	2
CDS	4362223	AT1G12800	1	6
3UTR	4368805	AT1G12810	248	31
3UTR	4368782	AT1G12820	54	75
3UTR	4374245	AT1G12830	6	17
CDS	4374665	AT1G12830	1	159
3UTR	4378515	AT1G12840	267	5
3UTR	4378917	AT1G12845	62	7
3UTR	4379725	AT1G12850	71	12
3UTR	4379774	AT1G12850	45	118
3UTR	4386571	AT1G12860	41	1
3UTR	4391131	AT1G12880	78	250
3UTR	4392503	AT1G12900	2365	91
3UTR	4396360	AT1G12920	37	8
3UTR	4396408	AT1G12920	1	1
3UTR	4422622	AT1G12950	4	2
3UTR	4425811	AT1G12970	15	9
3UTR	4436071	AT1G12990	81	2
3UTR	4436226	AT1G13000	385	1236
3UTR	4440496	AT1G13020	3	2
3UTR	4440586	AT1G13020	18	28
intron	4442182	AT1G13020	4	5
3UTR	4451653	AT1G13050	8	4
3UTR	4454821	AT1G13060	44	116
3UTR	4460872	AT1G13080	10	1
3UTR	4460937	AT1G13080	22	1
3UTR	4463469	AT1G13090	293	719
3UTR	4465598	AT1G13100	8	2
3UTR	4468937	AT1G13110	123	335
3UTR	4469229	AT1G13120	1	1
3UTR	4488578	AT1G13160	24	3
3UTR	4488651	AT1G13170	4	5
3UTR	4501551	AT1G13190	60	159
3UTR	4509011	AT1G13210	22	3
3UTR	4528646	AT1G13250	9	1
3UTR	4543599	AT1G13260	392	313
3UTR	4547202	AT1G13270	4	1
3UTR	4547357	AT1G13270	9	1
3UTR	4548844	AT1G13280	4	1
3UTR	4558709	AT1G13300	11	25
intron	4557685	AT1G13300	1	9
3UTR	4563399	AT1G13320	3	1
3UTR	4563541	AT1G13320	465	50
3UTR	4569414	AT1G13340	19	2
3UTR	4569486	AT1G13340	11	1
3UTR	4572404	AT1G13350	5	1
3UTR	4576966	AT1G13360	4	1
3UTR	4608249	AT1G13440	2935	172
3UTR	4608372	AT1G13440	2	1
3UTR	4612756	AT1G13450	26	19
3UTR	4612798	AT1G13450	1	1
3UTR	4612888	AT1G13450	10	36
3UTR	4618237	AT1G13460	1	2
3UTR	4642350	AT1G13570	14	1
3UTR	4642399	AT1G13570	11	2
3UTR	4644703	AT1G13580	21	1
3UTR	4677131	AT1G13640	50	14
3UTR	4688983	AT1G13670	5	12
3UTR	4694355	AT1G13690	39	33
3UTR	4694350	AT1G13700	79	51
3UTR	4702708	AT1G13710	2	3
3UTR	4715289	AT1G13740	3	1
3UTR	4715397	AT1G13740	53	67
CDS	4715017	AT1G13740	1	16
3UTR	4715411	AT1G13750	4	6
3UTR	4724511	AT1G13770	30	6
3UTR	4726380	AT1G13780	5	9
3UTR	4726497	AT1G13780	24	19
3UTR	4737748	AT1G13820	4	1
3UTR	4747283	AT1G13870	6	2
3UTR	4751122	AT1G13880	9	9
3UTR	4751212	AT1G13880	76	9
3UTR	4753129	AT1G13900	3	7
3UTR	4753187	AT1G13900	3	3
3UTR	4753273	AT1G13900	15	24
3UTR	4753366	AT1G13900	18	9
3UTR	4761724	AT1G13930	1630	1799
3UTR	4761777	AT1G13930	35	27
3UTR	4774806	AT1G13950	3	1
3UTR	4779280	AT1G13960	5	1
3UTR	4779529	AT1G13970	2	1
3UTR	4794551	AT1G13980	90	6
3UTR	4796596	AT1G13990	29	9
3UTR	4800173	AT1G14000	4	51
3UTR	4800252	AT1G14000	155	82
3UTR	4800270	AT1G14010	26	20
3UTR	4805346	AT1G14020	16	2
3UTR	4814673	AT1G14040	32	9
3UTR	4817083	AT1G14060	2	1
3UTR	4817190	AT1G14060	18	1
3UTR	4824281	AT1G14080	1	2
3UTR	4824360	AT1G14080	22	22
3UTR	4824399	AT1G14080	2	2
3UTR	4833518	AT1G14120	73	9
3UTR	4838004	AT1G14140	63	63
3UTR	4843234	AT1G14170	123	1
3UTR	4849133	AT1G14180	3	1
3UTR	4854297	AT1G14200	1	1
3UTR	4854400	AT1G14200	22	33
3UTR	4856755	AT1G14210	27	42
3UTR	4856850	AT1G14210	14	13
3UTR	4864110	AT1G14230	18	7
3UTR	4867984	AT1G14240	72	3
3UTR	4871326	AT1G14250	15	8
3UTR	4871474	AT1G14250	18	18
3UTR	4874874	AT1G14270	37	40
3UTR	4874974	AT1G14270	130	9
3UTR	4879058	AT1G14280	41	4
3UTR	4886779	AT1G14310	3	2
3UTR	4889581	AT1G14320	635	223
3UTR	4889662	AT1G14320	40	4
3UTR	4890139	AT1G14330	2	1
3UTR	4898923	AT1G14340	44	4
3UTR	4899776	AT1G14345	4	1
3UTR	4899866	AT1G14345	19	3
3UTR	4918063	AT1G14380	4	4
3UTR	4926986	AT1G14390	1	3
3UTR	4926996	AT1G14400	3	1
3UTR	4927132	AT1G14400	383	60
CDS	4936167	AT1G14430	5	3
intron	4936069	AT1G14430	1	33
3UTR	4938868	AT1G14440	3	2
3UTR	4946281	AT1G14450	192	184
3UTR	4948761	AT1G14460	1	2
3UTR	4957953	AT1G14480	1	1
3UTR	4958023	AT1G14480	18	9
CDS	4957708	AT1G14480	2	3
3UTR	4961924	AT1G14510	35	3
3UTR	4971158	AT1G14530	16	3
3UTR	4974058	AT1G14540	126	1
3UTR	4983249	AT1G14560	14	1
3UTR	4987315	AT1G14570	50	7
3UTR	4992699	AT1G14580	12	5
3UTR	4998811	AT1G14590	9	3
3UTR	5008258	AT1G14610	7	1
3UTR	5014756	AT1G14620	122	5
3UTR	5030778	AT1G14650	36	34
3UTR	5030873	AT1G14650	1	1
CDS	5028824	AT1G14650	3	5
3UTR	5031994	AT1G14660	2	6
3UTR	5040362	AT1G14670	6	3
3UTR	5040497	AT1G14670	57	59
3UTR	5044077	AT1G14685	23	3
3UTR	5051747	AT1G14690	9	2
3UTR	5061058	AT1G14700	280	931
5UTR	5064779	AT1G14710	1	1
3UTR	5066642	AT1G14720	6	1
3UTR	5066691	AT1G14720	38	45
3UTR	5074726	AT1G14730	12	18
3UTR	5075212	AT1G14740	1	3
3UTR	5075309	AT1G14740	47	161
CDS	5075674	AT1G14740	22	2487
3UTR	5086626	AT1G14770	6	4
3UTR	5094218	AT1G14790	14	7
3UTR	5102524	AT1G14810	37	4
3UTR	5105113	AT1G14820	17	3
3UTR	5107470	AT1G14830	72	29
3UTR	5116705	AT1G14850	1	1
3UTR	5128436	AT1G14870	502	1552
3UTR	5128513	AT1G14870	105	28
3UTR	5132618	AT1G14880	66	98
3UTR	5132721	AT1G14880	1	1
3UTR	5137897	AT1G14890	26	50
3UTR	5138441	AT1G14900	5	22
3UTR	5151161	AT1G14920	119	102
3UTR	5151279	AT1G14920	91	73
3UTR	5159198	AT1G14960	126	3
3UTR	5165596	AT1G14980	11	1
3UTR	5165727	AT1G14980	194	15
3UTR	5167226	AT1G14990	57	148
3UTR	5170067	AT1G15000	85	16
3UTR	5171743	AT1G15010	561	18
3UTR	5173135	AT1G15020	36	11
3UTR	5202100	AT1G15110	3	2
3UTR	5204009	AT1G15120	176	31
3UTR	5206045	AT1G15125	8	21
3UTR	5206099	AT1G15125	16	8
3UTR	5206087	AT1G15130	164	569
3UTR	5210248	AT1G15140	6	3
3UTR	5210335	AT1G15140	1	2
3UTR	5226692	AT1G15180	40	13
3UTR	5228335	AT1G15200	15	47
3UTR	5231491	AT1G15210	7	1
3UTR	5240018	AT1G15215	1	1
3UTR	5240146	AT1G15220	3	1
3UTR	5250575	AT1G15260	6	1
3UTR	5250660	AT1G15270	1044	6142
3UTR	5256686	AT1G15280	56	39
3UTR	5257131	AT1G15290	4	6
3UTR	5269087	AT1G15310	21	44
3UTR	5275694	AT1G15340	93	44
CDS	5276631	AT1G15340	5	4
3UTR	5278172	AT1G15350	10	1
3UTR	5278290	AT1G15350	185	17
3UTR	5288531	AT1G15370	13	15
3UTR	5288574	AT1G15370	3	3
3UTR	5292504	AT1G15380	37	4
3UTR	5295671	AT1G15390	1	2
3UTR	5295728	AT1G15390	20	7
3UTR	5295802	AT1G15390	3	1
3UTR	5300741	AT1G15415	2	1
3UTR	5301653	AT1G15420	24	47
3UTR	5301705	AT1G15420	1	2
3UTR	5305973	AT1G15430	120	1458
3UTR	5317819	AT1G15470	3	11
3UTR	5320614	AT1G15490	3	1
3UTR	5320678	AT1G15490	2	1
3UTR	5328787	AT1G15500	8	3
3UTR	5328869	AT1G15500	16	2
3UTR	5331864	AT1G15510	3	4
3UTR	5339769	AT1G15530	141	44
3UTR	5391479	AT1G15670	49	26
3UTR	5402360	AT1G15690	35	110
3UTR	5402467	AT1G15690	10	38
3UTR	5405742	AT1G15710	28	5
3UTR	5407444	AT1G15730	10	10
3UTR	5414678	AT1G15740	9	15
3UTR	5414843	AT1G15740	94	80
3UTR	5414937	AT1G15740	3	3
3UTR	5414875	AT1G15750	1	5
3UTR	5430225	AT1G15780	28	4
3UTR	5441087	AT1G15800	11	2
3UTR	5441313	AT1G15800	6	1
3UTR	5446488	AT1G15810	4	4
3UTR	5446550	AT1G15810	18	5
3UTR	5446596	AT1G15810	5	1
3UTR	5446614	AT1G15820	8122	50766
3UTR	5450489	AT1G15830	1	1
3UTR	5456954	AT1G15860	102	5
3UTR	5457021	AT1G15860	31	1
3UTR	5458371	AT1G15870	2	8
3UTR	5458546	AT1G15880	143	4
3UTR	5458643	AT1G15880	2	6
3UTR	5468879	AT1G15910	1	1
3UTR	5470864	AT1G15920	47	14
CDS	5470745	AT1G15920	37	306
3UTR	5472906	AT1G15930	786	108
3UTR	5482144	AT1G15950	48	5
3UTR	5482096	AT1G15960	2	1
3UTR	5486367	AT1G15970	17	6
3UTR	5491316	AT1G15980	45	16
3UTR	5491343	AT1G15980	2	4
3UTR	5495223	AT1G16000	1	38
3UTR	5495324	AT1G16000	91	110
3UTR	5495284	AT1G16010	5	1
3UTR	5495329	AT1G16010	43	1
3UTR	5501265	AT1G16020	120	283
3UTR	5501317	AT1G16022	1	1
3UTR	5502229	AT1G16030	10	19
3UTR	5506608	AT1G16040	1	1
3UTR	5511649	AT1G16060	1	8
3UTR	5511681	AT1G16060	8	41
3UTR	5515917	AT1G16080	19	46
3UTR	5517866	AT1G16090	1	1
3UTR	5520792	AT1G16110	1	16
CDS	5520069	AT1G16110	19	131
CDS	5520178	AT1G16110	1	4
3UTR	5535053	AT1G16150	6	1
3UTR	5538716	AT1G16170	81	37
3UTR	5542800	AT1G16180	9	4
3UTR	5542835	AT1G16180	471	31
3UTR	5546167	AT1G16210	307	711
3UTR	5555017	AT1G16240	126	21
3UTR	5559521	AT1G16250	13	4
intron	5558878	AT1G16250	12	10
intron	5558928	AT1G16250	5	4
3UTR	5559575	AT1G16260	2	3
3UTR	5568369	AT1G16270	14	1
3UTR	5568299	AT1G16280	25	2
3UTR	5577602	AT1G16300	5	1
3UTR	5582034	AT1G16320	8	1
3UTR	5582112	AT1G16320	101	3
3UTR	5587790	AT1G16340	28	76
3UTR	5593008	AT1G16350	36	6
3UTR	5604549	AT1G16390	9	1
3UTR	5607395	AT1G16400	13	3
3UTR	5619397	AT1G16445	11	1
3UTR	5619691	AT1G16460	9	2
3UTR	5625603	AT1G16470	47	14
3UTR	5640036	AT1G16500	1	2
3UTR	5640178	AT1G16500	77	228
3UTR	5670599	AT1G16560	6	1
3UTR	5670711	AT1G16560	34	1
3UTR	5670624	AT1G16570	18	4
3UTR	5675130	AT1G16590	14	1
CDS	5682553	AT1G16630	1	2
3UTR	5691240	AT1G16650	33	18
3UTR	5699581	AT1G16670	7	1
3UTR	5699787	AT1G16670	40	1
3UTR	5705839	AT1G16680	3	1
3UTR	5711891	AT1G16700	219	252
3UTR	5711945	AT1G16700	1	1
3UTR	5722354	AT1G16710	6	9
3UTR	5726405	AT1G16720	238	20
3UTR	5726446	AT1G16730	148	101
3UTR	5729080	AT1G16740	125	41
3UTR	5739336	AT1G16780	1	1
3UTR	5745208	AT1G16790	7	1
3UTR	5756793	AT1G16810	2	5
3UTR	5756839	AT1G16810	33	8
3UTR	5760495	AT1G16825	69	4
3UTR	5762748	AT1G16840	104	11
3UTR	5764773	AT1G16850	1	2
3UTR	5764855	AT1G16850	2	3
3UTR	5764930	AT1G16850	2	82
3UTR	5770499	AT1G16858	106	4
3UTR	5779041	AT1G16900	102	456
3UTR	5779149	AT1G16900	1	4
3UTR	5786693	AT1G16916	3	170
3UTR	5787347	AT1G16920	599	677
3UTR	5800881	AT1G16970	2	1
3UTR	5800934	AT1G16970	64	206
3UTR	5845597	AT1G17100	5	4
3UTR	5853905	AT1G17120	26	16
3UTR	5853955	AT1G17120	27	3
3UTR	5860180	AT1G17145	9	9
3UTR	5869266	AT1G17160	29	3
3UTR	5870787	AT1G17170	10	18
3UTR	5870842	AT1G17170	62	48
3UTR	5876513	AT1G17190	91	1
3UTR	5879977	AT1G17200	244	21
3UTR	5880204	AT1G17210	148	79
3UTR	5880286	AT1G17210	38	4
3UTR	5880343	AT1G17210	2	2
3UTR	5890401	AT1G17220	177	654
CDS	5886041	AT1G17220	5	19
CDS	5888969	AT1G17220	5	61
CDS	5889747	AT1G17220	1	1
3UTR	5909344	AT1G17270	1	1
3UTR	5916877	AT1G17280	32	9
3UTR	5916915	AT1G17280	23	17
3UTR	5926293	AT1G17290	144	36
3UTR	5926342	AT1G17290	66	18
3UTR	5931788	AT1G17330	4	678
3UTR	5931832	AT1G17330	15	263
3UTR	5938593	AT1G17340	30	87
3UTR	5938758	AT1G17340	69	62
3UTR	5944450	AT1G17350	27	4
3UTR	5951630	AT1G17370	725	357
3UTR	5955527	AT1G17380	50	25
3UTR	5960479	AT1G17400	1	2
3UTR	5968495	AT1G17410	22	2
3UTR	5981479	AT1G17420	98	2
3UTR	5984073	AT1G17440	6	8
3UTR	5984116	AT1G17440	2	4
3UTR	5998475	AT1G17455	5	3
3UTR	6002717	AT1G17460	85	243
3UTR	6006334	AT1G17470	1	4
3UTR	6009275	AT1G17490	1	1
3UTR	6023579	AT1G17510	744	1338
3UTR	6024661	AT1G17520	11	24
3UTR	6024773	AT1G17520	27	14
3UTR	6028453	AT1G17530	224	711
3UTR	6037219	AT1G17550	2	1
3UTR	6037282	AT1G17550	7	2
3UTR	6049557	AT1G17580	18	1
3UTR	6067222	AT1G17640	2	2
3UTR	6069476	AT1G17650	65	8
3UTR	6082235	AT1G17680	1	1
3UTR	6082684	AT1G17690	3	1
3UTR	6090231	AT1G17700	11	92
3UTR	6090563	AT1G17710	1	4
3UTR	6090640	AT1G17710	3	1
3UTR	6090726	AT1G17710	1	1
3UTR	6093405	AT1G17720	1	4
3UTR	6105206	AT1G17745	31	45
3UTR	6125270	AT1G17780	144	124
3UTR	6125355	AT1G17790	20	1
3UTR	6135793	AT1G17830	5	17
3UTR	6135913	AT1G17830	4	1
3UTR	6136056	AT1G17830	1	3
3UTR	6146043	AT1G17840	5	6
3UTR	6146115	AT1G17840	62	17
3UTR	6146221	AT1G17840	27	1
3UTR	6150017	AT1G17860	482	1
3UTR	6152430	AT1G17880	28	9
CDS	6152977	AT1G17880	1	1
3UTR	6154266	AT1G17890	148	3
3UTR	6169343	AT1G17940	101	67
3UTR	6187396	AT1G17970	5	1
3UTR	6187520	AT1G17980	58	16
3UTR	6187571	AT1G17980	87	14
3UTR	6206791	AT1G18030	8	6
3UTR	6206835	AT1G18030	9	3
intron	6212482	AT1G18060	1	6
3UTR	6213775	AT1G18070	144	24
CDS	6215986	AT1G18070	1	2
3UTR	6224028	AT1G18080	421	56
3UTR	6244401	AT1G18150	112	17
3UTR	6254042	AT1G18160	33	3
3UTR	6255553	AT1G18170	5	10
3UTR	6255627	AT1G18170	39	24
3UTR	6255755	AT1G18170	2	4
3UTR	6265319	AT1G18200	14	7
3UTR	6265354	AT1G18200	3	3
3UTR	6276903	AT1G18250	27	6
3UTR	6278847	AT1G18260	229	245
3UTR	6278939	AT1G18260	11	21
3UTR	6283473	AT1G18270	17	15
3UTR	6301061	AT1G18300	241	13
3UTR	6311519	AT1G18340	5	6
3UTR	6316739	AT1G18350	5	3
3UTR	6316756	AT1G18360	36	33
3UTR	6330006	AT1G18390	6	4
3UTR	6330075	AT1G18390	13	1
3UTR	6333737	AT1G18400	9	2
3UTR	6347770	AT1G18440	2	6
3UTR	6351974	AT1G18450	28	1
3UTR	6356132	AT1G18470	131	63
3UTR	6356279	AT1G18470	3	10
3UTR	6363008	AT1G18480	27	6
3UTR	6368739	AT1G18490	18	1
3UTR	6373027	AT1G18500	84	3
3UTR	6377331	AT1G18540	170	49
intron	6377704	AT1G18540	37	1
3UTR	6381491	AT1G18550	5	2
3UTR	6388144	AT1G18560	1	1
3UTR	6391046	AT1G18570	10	1
3UTR	6391288	AT1G18570	160	74
3UTR	6398253	AT1G18580	4	2
3UTR	6398292	AT1G18580	1	2
3UTR	6402721	AT1G18600	5	1
3UTR	6402794	AT1G18600	16	1
3UTR	6416410	AT1G18640	36	11
3UTR	6416442	AT1G18640	3	21
3UTR	6418951	AT1G18650	28	63
3UTR	6425773	AT1G18660	5	15
3UTR	6425854	AT1G18660	17	10
3UTR	6427003	AT1G18670	1	4
3UTR	6432048	AT1G18680	1	4
3UTR	6453115	AT1G18710	1	5
3UTR	6457767	AT1G18720	16	128
3UTR	6457876	AT1G18720	152	372
3UTR	6462222	AT1G18730	120	71
3UTR	6462305	AT1G18730	24	131
3UTR	6462342	AT1G18730	13	2
3UTR	6465445	AT1G18740	835	14
3UTR	6481135	AT1G18800	6	8
3UTR	6481263	AT1G18800	13	114
3UTR	6500862	AT1G18840	2	46
3UTR	6504805	AT1G18850	7	3
3UTR	6519315	AT1G18870	12	5
3UTR	6523279	AT1G18890	16	8
3UTR	6532402	AT1G18900	1	2
3UTR	6532551	AT1G18900	34	79
3UTR	6551971	AT1G18950	2	1
3UTR	6557332	AT1G18980	60	1
3UTR	6560799	AT1G19000	271	149
3UTR	6561050	AT1G19000	1	1
CDS	6561497	AT1G19000	1	3
CDS	6562133	AT1G19000	2	5
3UTR	6567517	AT1G19010	4	7
3UTR	6568577	AT1G19020	664	385
3UTR	6601352	AT1G19100	4	1
3UTR	6605909	AT1G19110	50	2
3UTR	6605990	AT1G19110	1	24
3UTR	6609370	AT1G19120	82	18
3UTR	6609384	AT1G19130	7	2
3UTR	6610856	AT1G19140	54	3
3UTR	6613949	AT1G19160	4	2
3UTR	6618957	AT1G19170	8	7
3UTR	6623447	AT1G19180	560	4
3UTR	6623561	AT1G19180	186	1
3UTR	6624959	AT1G19190	3	1
3UTR	6626793	AT1G19210	173	7
3UTR	6628226	AT1G19220	2	1
3UTR	6649325	AT1G19240	8	3
3UTR	6649426	AT1G19240	8	3
CDS	6666982	AT1G19290	1	1
CDS	6667170	AT1G19290	4	6
3UTR	6671148	AT1G19300	1	1
3UTR	6671198	AT1G19300	2	1
3UTR	6671320	AT1G19300	30	38
3UTR	6671370	AT1G19300	5	8
3UTR	6676275	AT1G19310	97	67
3UTR	6680204	AT1G19320	6	30
