id	Protein IDs	Majority protein IDs	Protein names	Gene names	iBAQ CCL_H rep1	log10 IBAQ CCL rep1	iBAQ CCL_L rep2	log10 IBAQ CCL rep2	iBAQ CCL_L rep3	log10 IBAQ CCL rep3	Median IBAQ CCL	log10 Median CCL	Ratio CCl_H/NoCL_L rep1	Ratio CLL_L/NoCL_H rep2	Ratio CLL_L/NoCL_H rep3	iBAQ	iBAQ L	iBAQ H	iBAQ rep1	iBAQ NoCL_L rep1	iBAQ rep2	iBAQ NoCL_H rep2	iBAQ rep3	iBAQ NoCL_H rep3	GOBP name	GOMF name	GOCC name	KEGG name	Pfam	Ratio H/L count rep1	Ratio H/L count rep2	Ratio H/L count rep3	Intensity L	Intensity H	Intensity rep1	Intensity L rep1	Intensity H rep1	Intensity rep2	Intensity L rep2	Intensity H rep2	Intensity rep3	Intensity L rep3	Intensity H rep3
22	A8MRX2;Q42340;F4JWM1;Q9SK22;Q9M8X9	A8MRX2;Q42340;F4JWM1;Q9SK22	40S ribosomal protein S16-3;40S ribosomal protein S16-1	RPS16C;RPS16A	2494900	6.397053143	1434500	6.1567005526	8403500	6.9244602044	2494900	6.397053143	4.01167	5.3496	6.74066	12511000	9946700	2563900	2603500	108650	1447100	12641	8460000	56423	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell wall;cell-cell junction;chloroplast;cytoplasmic part;cytosolic small ribosomal subunit;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plasmodesma;plastid;ribonucleoprotein complex;ribosome;small ribosomal subunit	Ribosome	Ribosomal_S9	6	4	6	99467000	25639000	26035000	1086500	24949000	14471000	14345000	126410	84600000	84035000	564230
23	A8MS28;Q0WRB8;P51419	A8MS28;Q0WRB8;P51419	60S ribosomal protein L27;60S ribosomal protein L27-3	At4g15000;RPL27C	0	NaN	84585	4.9272933536	2651100	6.4234261097	84585	4.9272933536	NaN	NaN	3.18377	3023100	2735700	287380	0	0	93303	8718.5	2929700	278660	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell part;cytoplasmic part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;non-membrane-bounded organelle;organelle;organelle part;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_L27e	0	1	5	16414000	1724300	0	0	0	559820	507510	52311	17578000	15907000	1672000
24	Q93Z49;A8MS32;Q9FMI6;Q9C787	Q93Z49;A8MS32;Q9FMI6;Q9C787		AT5G64130;F10D13_16	0	NaN	0	NaN	110260	5.0424179881	0	Err:502	NaN	NaN	NaN	110260	110260	0	0	0	0	0	110260	0			cell part;membrane;plasma membrane		Endosulfine	0	0	0	882110	0	0	0	0	0	0	0	882110	882110	0
25	A8MS54;Q6NPL0;Q681I7;Q683H0;Q9M0S3;Q9M0S2	A8MS54;Q6NPL0;Q681I7;Q683H0;Q9M0S3		At4g09050;At4g09040;AT4g09040	207130	5.3162430052	264010	5.4216203771	1194600	6.0772225104	264010	5.4216203771	2.65012	2.74758	3.33474	1922400	1465500	456880	214030	6901.2	279100	15095	1429300	234660		binding;nucleic acid binding;nucleotide binding	cell part;chloroplast part;chloroplast stroma;cytoplasmic part;intracellular organelle part;intracellular part;organelle part;plastid part;plastid stroma		RRM_1	2	4	8	16121000	5025700	2354300	75913	2278400	3070100	2904100	166050	15722000	13141000	2581200
26	A8MS83;Q9M3C3;Q8LD46	A8MS83;Q9M3C3;Q8LD46	60S ribosomal protein L23a-2;60S ribosomal protein L23a-1	RPL23AB;RPL23AA	0	NaN	373180	5.5719183604	450450	5.6536465913	373180	5.5719183604	NaN	3.16333	NaN	993380	823620	169760	0	0	448350	75178	545030	94585	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;response to abiotic stimulus;response to chemical stimulus;response to cold;response to high light intensity;response to light intensity;response to light stimulus;response to oxidative stress;response to radiation;response to stimulus;response to stress;response to temperature stimulus;translation	binding;nucleic acid binding;nucleotide binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell wall;cell-cell junction;cytoplasmic part;cytosolic large ribosomal subunit;external encapsulating structure;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plasmodesma;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_L23;Ribosomal_L23eN	0	3	1	4118100	848810	0	0	0	2241800	1865900	375890	2725200	2252200	472920
27	A8MSG1;Q9CAX7;O82221	A8MSG1;Q9CAX7;O82221	Probable small nuclear ribonucleoprotein G	SNRNP-G;F24K9.17	122550	5.0883133156	245430	5.3899276474	820060	5.9138456289	245430	5.3899276474	NaN	2.55818	3.8019	1281800	1082400	199370	139470	16929	282970	37544	859350	39282	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;RNA splicing	binding;nucleic acid binding;RNA binding	cell part;cytoplasmic part;cytosol;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;ribonucleoprotein complex;spliceosomal complex	Spliceosome	LSM	1	2	2	4329700	797490	557900	67714	490180	1131900	981720	150170	3437400	3280300	157130
28	A9LNK9;A9LNK9-2	A9LNK9;A9LNK9-2	Cleavage and polyadenylation specificity factor CPSF30	CPSF30	80498	4.9057850903	45468	4.6577058513	387010	5.587722187	80498	4.9057850903	NaN	2.50676	4.64144	561640	442390	119250	90417	9919.3	48291	2822.9	422930	35926	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA 3'-end processing;mRNA metabolic process;mRNA polyadenylation;mRNA processing;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;RNA 3'-end processing;RNA metabolic process;RNA polyadenylation;RNA processing	binding;calmodulin binding;catalytic activity;cation binding;DNA binding;endonuclease activity;endoribonuclease activity;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;metal ion binding;nuclease activity;nucleic acid binding;protein binding;ribonuclease activity;RNA binding;transition metal ion binding;zinc ion binding	cell part;intracellular organelle part;intracellular part;macromolecular complex;mRNA cleavage and polyadenylation specificity factor complex;mRNA cleavage factor complex;nuclear part;nucleoplasm part;organelle part;protein complex		YTH	1	2	3	10617000	2861900	2170000	238060	1932000	1159000	1091200	67749	10150000	9288200	862220
29	B0FV99;F4I472;Q08112;Q9FY65;Q0WSM9	B0FV99;F4I472;Q08112	40S ribosomal protein S15-1	RPS15;RPS15A	568260	5.754547087	111030	5.0454403398	2818200	6.4499718106	568260	5.754547087	NaN	NaN	0.506681	5193700	3448000	1745800	1087000	518780	111030	0	3995700	1177500	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;membrane;organelle membrane;organelle part;plasma membrane;plasmodesma;ribonucleoprotein complex;small ribosomal subunit;vacuolar membrane;vacuolar part	Ribosome	Ribosomal_S19	1	0	3	24136000	12220000	7609300	3631500	3977800	777190	777190	0	27970000	19727000	8242500
31	Q9LI87;B3DNP3	Q9LI87;B3DNP3			18638	4.2703993074	22074	4.3438810382	33484	4.5248373333	22074	4.3438810382	0.273456	-0.387693	-0.331361	171200	72877	98328	35956	17318	57090	35016	78159	44674	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;macromolecule methylation;macromolecule modification;metabolic process;methylation;ncRNA metabolic process;ncRNA processing;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;one-carbon metabolic process;primary metabolic process;RNA metabolic process;RNA methylation;RNA modification;RNA processing;rRNA metabolic process;rRNA methylation;rRNA modification;rRNA processing;small molecule metabolic process	catalytic activity;methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups		Histidine metabolism;Polycyclic aromatic hydrocarbon degradation;Tyrosine metabolism	Cons_hypoth95	2	2	2	1821900	2458200	898900	432960	465940	1427200	551850	875400	1954000	837110	1116900
32	B3H4K4;F4JXE5;Q8L773;F4JXE7;F4JXE3	B3H4K4;F4JXE5;Q8L773;F4JXE7;F4JXE3			409630	5.6123917555	314460	5.4975654101	1823100	6.2608104911	409630	5.6123917555	3.77789	3.0228	3.77543	2687800	2184300	503580	456330	46697	329730	15265	1901800	78685		binding;nucleic acid binding;nucleotide binding		mRNA surveillance pathway;RNA transport;Spliceosome	FoP_duplication;RRM_1	4	5	7	30580000	7050200	6388600	653760	5734900	4616200	4402500	213710	26625000	25523000	1101600
33	F4KD16;B9DGM5;B3H5Q0;F4KD18;P92999;P92996	F4KD16;B9DGM5;B3H5Q0;F4KD18;P92999;P92996	Germin-like protein subfamily 1 member 18;Germin-like protein subfamily 1 member 20	AT5G39160;GER2;GLP2A;GLP5A	0	NaN	0	NaN	102300	5.0098756337	0	Err:502	NaN	NaN	NaN	274310	102300	172010	0	0	0	0	274310	172010		binding;cation binding;ion binding;manganese ion binding;metal ion binding;nutrient reservoir activity;transition metal ion binding	apoplast;extracellular matrix;extracellular region;extracellular region part		Cupin_1	0	0	1	409200	688040	0	0	0	0	0	0	1097200	409200	688040
34	B3H745;Q9LHS2_ARATH Emb;Q8W553;B3H5W6;F4JYC1	B3H745;Q9LHS2_ARATH Emb;Q8W553;B3H5W6;F4JYC1			4818.9	3.6829479141	0	NaN	11535	4.0620175989	4818.9	3.6829479141	NaN	NaN	NaN	17682	11891	5791.4	5174.7	355.82	0	0	12507	972.57		binding;lipid binding;phospholipid binding	cell part;membrane;plasma membrane		DUF1336;START	1	0	1	356720	173740	155240	10675	144570	0	0	0	375220	346040	29177
35	B3H6J5	B3H6J5			0	NaN	9614.5	3.9829267038	58600	4.767897616	9614.5	3.9829267038	NaN	NaN	NaN	71425	68214	3210.4	0	0	9614.5	0	61810	3210.4					cwf21	0	0	1	1705400	80261	0	0	0	240360	240360	0	1545300	1465000	80261
36	Q0WL28;B3H6L4;Q9SFY4	Q0WL28;B3H6L4;Q9SFY4		At1g27750	7766.2	3.8902085706	0	NaN	70209	4.8463927873	7766.2	3.8902085706	NaN	NaN	1.21739	97308	70209	27099	7766.2	0	0	0	89542	19332		binding;nucleic acid binding			CUE;SPOC	0	0	3	2036100	785860	225220	0	225220	0	0	0	2596700	2036100	560640
37	B3H7H5;Q9MAC5;B9DFT7;Q8RWB0	B3H7H5;Q9MAC5;B9DFT7	Polypyrimidine tract-binding protein homolog 1	PTB1;PTB;AT3G01150	0	NaN	0	NaN	641180	5.8069799672	0	Err:502	NaN	NaN	1.58117	702720	641180	61536	0	0	0	0	702720	61536	biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;mRNA metabolic process;mRNA processing;multicellular organismal process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;pollen germination;posttranscriptional regulation of gene expression;primary metabolic process;regulation of alternative nuclear mRNA splicing, via spliceosome;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of mRNA processing;regulation of nitrogen compound metabolic process;regulation of nuclear mRNA splicing, via spliceosome;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of protein metabolic process;regulation of RNA metabolic process;regulation of RNA splicing;regulation of translation;RNA metabolic process;RNA processing;RNA splicing;seed germination	binding;nucleic acid binding;nucleotide binding;RNA binding	cell part;cytoplasmic mRNA processing body;cytoplasmic part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;ribonucleoprotein complex;RNA granule			0	0	5	8335400	799970	0	0	0	0	0	0	9135300	8335400	799970
38	F4JWN4;B4F7Q4;B4F7N8	F4JWN4;B4F7Q4;B4F7N8			0	NaN	0	NaN	10031	4.0013442304	0	Err:502	NaN	NaN	NaN	11321	10031	1290.5	0	0	0	0	11321	1290.5					DUF2363	0	0	1	250770	32261	0	0	0	0	0	0	283040	250770	32261
39	B5BRC9;Q9C652;G1JSI0	B5BRC9;Q9C652;G1JSI0		At1g58470 orthologue;F9K23.11;At1g58470	0	NaN	0	NaN	203570	5.3087137766	0	Err:502	NaN	NaN	2.95445	221900	203570	18330	0	0	0	0	221900	18330	cell proliferation	binding;nucleic acid binding;nucleotide binding;RNA binding;single-stranded RNA binding		mRNA surveillance pathway	RRM_1	0	0	3	2646400	238290	0	0	0	0	0	0	2884700	2646400	238290
40	Q93VB8;Q8L8Y0;G1JSI6;B5BRD8;G1JSH2;Q56Z50	Q93VB8;Q8L8Y0;G1JSI6;B5BRD8;G1JSH2	40S ribosomal protein S2-2;40S ribosomal protein S2-1	RPS2B;RPS2A;At1g59359;At1g59359 orthologue;At1g58380	1099300	6.041116228	1025900	6.0111050298	4875900	6.6880547901	1099300	6.041116228	NaN	4.83531	4.15123	7216000	5916700	1299300	1114200	14889	1046900	20987	5055000	179050	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell wall;cell-cell junction;chloroplast;cytoplasmic part;cytosolic small ribosomal subunit;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;organelle;organelle part;plasma membrane;plasmodesma;plastid;ribonucleoprotein complex;ribosome;small ribosomal subunit	Ribosome	Ribosomal_S5;Ribosomal_S5_C	1	2	4	94667000	20789000	17827000	238220	17589000	16750000	16414000	335790	80880000	78015000	2864800
