Peak class,Chromosome,Start,End,Length,"Enrichment (Input/IP, Log2)",FDR,Peak position,Gene
PeakStop,Chr1,5438356,5438451,95,-2.928580113,3.81E-05,StopCodon,AT1G15790
PeakStop,Chr1,5456726,5456876,150,-3.7232389865,1.18E-19,StopCodon,AT1G15860
PeakStop,Chr1,5472751,5472901,150,-3.6160729414,1.97E-19,StopCodon,AT1G15930
PeakStop,Chr1,5477776,5477951,175,-2.7637787881,7.40E-06,StopCodon,AT1G15940
PeakStop,Chr1,5501063,5501226,163,-3.6829071703,0.0002835922,StopCodon,AT1G16020
PeakStop,Chr1,5545826,5546001,175,-4.3037472564,3.79E-10,StopCodon,RAD23A
PeakStop,Chr1,5546154,5546301,147,-5.707233352,2.24E-09,3pUTR,AT1G16210
PeakStop,Chr1,5555053,5555226,173,-3.7125658317,1.91E-07,StopCodon,SYP51
PeakStop,Chr1,5619745,5619826,81,-2.5606549475,0.0005014115,StopCodon,ATMST2
PeakStop,Chr1,5625401,5625551,150,-3.3042908863,7.54E-14,StopCodon,PAB1
PeakStop,Chr1,5650926,5651026,100,-4.6012820969,0.0001044754,StopCodon,AT1G16520
PeakStop,Chr1,5711676,5711876,200,-4.2663918391,4.57E-12,StopCodon,AT1G16700
PeakStop,Chr1,5722101,5722226,125,-4.0996951855,0.0021476883,3pUTR,HAC12
PeakStop,Chr1,5726226,5726326,100,-3.7857015059,5.28E-19,StopCodon,HCF173
PeakBoth,Chr1,5727726,5727851,125,-3.0771131524,5.98E-06,StartCodon,AT1G16740
PeakBoth,Chr1,5728926,5729051,125,-4.6131099508,2.79E-24,StopCodon,AT1G16740
PeakStart,Chr1,5763926,5764026,100,-3.108044282,2.44E-13,StartCodon,AT1G16840
PeakStop,Chr1,5776421,5776551,130,-4.2516111041,1.23E-09,StopCodon,UBC13B
PeakStop,Chr1,5787402,5787501,99,-3.4326799303,1.43E-06,StopCodon,ATRABA1B
PeakStop,Chr1,5831126,5831251,125,-2.6323465401,7.22E-07,StopCodon,SPS2
PeakStop,Chr1,5845805,5846001,196,-4.7498803741,0.000419366,StopCodon,UBP15
PeakStop,Chr1,5856401,5856501,100,-3.3282092465,1.51E-15,StopCodon,AT1G17130
PeakStart,Chr1,5922801,5922901,100,-2.7663505195,7.85E-05,StartCodon,AlaAT1
PeakStop,Chr1,5938426,5938501,75,-3.0515161354,4.54E-13,StopCodon,AT1G17340
PeakStart,Chr1,5954726,5954826,100,-2.4509269772,7.79E-11,StartCodon,UBP1B
PeakStart,Chr1,5987301,5987651,350,-3.0381705157,4.74E-08,StartCodon,EER4
PeakStop,Chr1,5988537,5988651,114,-4.8313207937,0.0004689041,StopCodon,AT1G17450
PeakStop,Chr1,6023356,6023476,120,-3.0513867503,0.0030442936,3pUTR,AT1G17500
PeakStop,Chr1,6082126,6082251,125,-4.2432935467,4.72E-06,StopCodon,AT1G17680
PeakStop,Chr1,6100156,6100276,120,-4.1067811991,8.58E-10,StopCodon,VPS46.1
PeakStart,Chr1,6101151,6101251,100,-2.8712644466,0.0001414165,StartCodon,PGDH
PeakStop,Chr1,6145951,6146051,100,-2.8157846266,1.81E-27,3pUTR,AT1G17850
PeakStop,Chr1,6192001,6192151,150,-2.5478666001,1.63E-09,3pUTR,AT1G17990
PeakStop,Chr1,6203876,6204026,150,-2.4742039452,1.96E-10,3pUTR,AT1G18020
PeakStop,Chr1,6206676,6206801,125,-4.6575507111,6.82E-05,StopCodon,AT1G18030
PeakStop,Chr1,6211878,6212151,273,-5.7734673521,2.49E-100,StopCodon,AT1G18060
PeakStop,Chr1,6213840,6214026,186,-4.0457141013,8.69E-15,3pUTR,AT1G18070
PeakStop,Chr1,6223876,6224026,150,-3.4451138028,5.96E-48,StopCodon,RACK1A
PeakStart,Chr1,6254326,6254451,125,-2.9658604796,4.11E-09,StartCodon,AT1G18170
PeakStop,Chr1,6278913,6279026,113,-3.9666143714,1.73E-17,StopCodon,AT1G18260
PeakStop,Chr1,6283555,6283701,146,-4.0849837652,0.0003907534,StopCodon,AT1G18270
PeakStop,Chr1,6316872,6316976,104,-4.0049379244,2.88E-12,StopCodon,AT1G18360
PeakMid,Chr1,6343738,6343826,88,-3.5811217957,5.14E-06,CDS,AT1G18420
PeakStop,Chr1,6368601,6368701,100,-2.6990995304,0.0002326644,StopCodon,AT1G18490
PeakStart,Chr1,6369394,6369601,207,-4.0158249804,1.97E-06,StartCodon,MAML-4
PeakStop,Chr1,6377404,6377526,122,-4.9398215812,0,StopCodon,AT1G18540
PeakStop,Chr1,6416502,6416626,124,-4.7695981797,9.58E-11,StopCodon,PSP
PeakStop,Chr1,6425551,6425651,100,-3.3672525699,4.69E-10,StopCodon,AT1G18660
PeakStop,Chr1,6442926,6443026,100,-3.1488266959,1.71E-08,StopCodon,AT1G18700
PeakBoth,Chr1,6457951,6458051,100,-4.287177305,4.22E-30,StopCodon,AT1G18720
PeakBoth,Chr1,6459526,6459626,100,-2.5384092317,1.55E-07,StartCodon,AT1G18720
PeakStop,Chr1,6462026,6462176,150,-4.1642609047,1.58E-20,StopCodon,NDF6
PeakStop,Chr1,6481391,6481476,85,-5.3673825301,2.25E-30,StopCodon,NRP2
PeakStop,Chr1,6523376,6523501,125,-3.7062745017,4.34E-08,StopCodon,ATCDPK1
PeakStop,Chr1,6609226,6609351,125,-4.3390475783,0.0008955198,3pUTR,AT1G19120
PeakStop,Chr1,6610917,6611026,109,-4.5154198597,2.09E-11,StopCodon,AT1G19140
PeakMid,Chr1,6689501,6689651,150,-2.72768233,3.85E-07,CDS,BES1
PeakMid,Chr1,6726951,6727026,75,-2.3812801981,3.10E-06,CDS,AT1G19430
PeakStop,Chr1,6823101,6823176,75,-2.6235259822,5.89E-06,StopCodon,ATH4
PeakStart,Chr1,6824381,6824601,220,-3.3488832933,2.25E-08,StartCodon,AT1G19740
PeakMul,Chr1,6832354,6832451,97,-3.1887610638,3.40E-17,StartCodon,PUP14
PeakMul,Chr1,6832751,6832901,150,-3.3638924216,1.46E-52,CDS,PUP14
PeakStop,Chr1,6914744,6914826,82,-3.3846891483,0.0003317334,StopCodon,ASA1
PeakStop,Chr1,6936651,6936776,125,-3.3061449111,0.0001193888,StopCodon,AT1G19990
PeakStop,Chr1,6937976,6938051,75,-2.9210514889,5.11E-09,StopCodon,TUB5
PeakStop,Chr1,6944851,6944951,100,-2.9431231786,2.07E-62,StopCodon,ATLFNR2
PeakStop,Chr1,7005007,7005076,69,-4.4824441792,3.52E-20,StopCodon,AT1G20220
PeakStop,Chr1,7020276,7020401,125,-3.5944781106,4.35E-10,StopCodon,AT1G20260
PeakStart,Chr1,7043176,7043351,175,-3.9414895569,1.27E-169,StartCodon,DRT112
PeakStop,Chr1,7103508,7103626,118,-3.3741709166,7.42E-17,StopCodon,OPCL1
PeakStop,Chr1,7115149,7115276,127,-4.0358206427,8.67E-19,StopCodon,AT1G20540
PeakStop,Chr1,7130376,7130551,175,-4.0819426109,9.94E-14,StopCodon,AT1G20580
PeakStart,Chr1,7167776,7167951,175,-3.6512968712,4.55E-07,StartCodon,AT1G20670
PeakStop,Chr1,7178476,7178626,150,-3.5365573917,2.14E-07,StopCodon,NFD02
PeakStop,Chr1,7220551,7220651,100,-3.2308432261,3.68E-06,StopCodon,PUB44
PeakStop,Chr1,7233401,7233576,175,-3.2243247927,1.33E-16,StopCodon,AT1G20810
PeakStop,Chr1,7234876,7234951,75,-4.1139300492,3.52E-08,StopCodon,AT1G20816
PeakStart,Chr1,7238876,7238976,100,-4.1256336955,3.70E-05,StartCodon,AT1G20823
PeakStop,Chr1,7244701,7244826,125,-3.7524894534,2.72E-06,StopCodon,MCD1
PeakStop,Chr1,7245058,7245176,118,-6.8274053034,3.08E-86,StopCodon,TMT1
PeakStart,Chr1,7285601,7286251,650,-3.4994948012,3.70E-09,5pUTR,AT1G20920
PeakMid,Chr1,7318526,7318751,225,-3.3472359936,6.85E-16,CDS,AT1G20970
PeakStop,Chr1,7328901,7329026,125,-2.6471000349,1.56E-05,StopCodon,SPL1R2
PeakStop,Chr1,7373976,7374101,125,-3.490897534,3.55E-06,StopCodon,AT1G21060
PeakStop,Chr1,7375576,7375801,225,-3.9392537266,9.84E-34,StopCodon,AT1G21065
PeakStart,Chr1,7439476,7439576,100,-3.6798974449,0.0005903722,StartCodon,WAK1
PeakStop,Chr1,7453777,7454976,1199,-4.6316999286,1.58E-10,StopCodon,RSH
PeakStop,Chr1,7556826,7556951,125,-3.7501696085,1.66E-08,StopCodon,AT1G21560
PeakStop,Chr1,7557326,7557426,100,-4.3977427656,1.95E-12,3pUTR,AT1G21580
PeakStop,Chr1,7571236,7571426,190,-3.6228061633,6.65E-05,3pUTR,PTAC6
PeakStop,Chr1,7592601,7592826,225,-3.8982778521,1.42E-09,StopCodon,ATNADK2
PeakStop,Chr1,7608876,7608951,75,-2.6290234167,3.24E-05,StopCodon,AT1G21660
PeakStart,Chr1,7610476,7610551,75,-3.5735551921,0.0004962864,StartCodon,AT1G21670
PeakStop,Chr1,7628026,7628151,125,-3.8581118619,4.69E-28,StopCodon,PBC1
PeakStop,Chr1,7648601,7648726,125,-3.4212462112,1.31E-11,StopCodon,ATPDI5
PeakStop,Chr1,7651710,7651851,141,-3.478156393,2.58E-06,StopCodon,AT1G21770
PeakStop,Chr1,7682426,7682551,125,-3.9974561898,6.12E-06,StopCodon,LYM1
PeakStop,Chr1,7691049,7691151,102,-2.918693384,0.0006967848,StopCodon,AT1G21900
PeakStart,Chr1,7696576,7696701,125,-3.4745967069,0.000639657,StartCodon,DREB26
PeakStop,Chr1,7714226,7714351,125,-4.9217507524,1.34E-44,StopCodon,AT1G21930
PeakStop,Chr1,7875651,7875826,175,-3.2663089489,7.65E-07,3pUTR,AT1G22280
PeakStop,Chr1,7878990,7879126,136,-4.436954839,2.91E-54,StopCodon,14-3-3EPSILON
PeakMul,Chr1,7888376,7888576,200,-3.9805127535,3.99E-10,CDS,AT1G22330
PeakMul,Chr1,7889176,7889251,75,-2.8413928931,8.72E-13,StopCodon,AT1G22330
PeakStop,Chr1,7926876,7927001,125,-3.6635610683,2.09E-30,StopCodon,COX6B
PeakStop,Chr1,7953140,7953226,86,-3.4136936613,2.34E-08,StopCodon,AT1G22520
PeakStop,Chr1,7966176,7966251,75,-3.514372756,1.62E-06,StopCodon,AT1G22540
PeakStop,Chr1,7997716,7997951,235,-3.658544539,3.69E-05,StopCodon,ATSAC1
PeakStop,Chr1,8021533,8021651,118,-3.750544897,1.97E-05,StopCodon,AT1G22660
PeakStop,Chr1,8028214,8028326,112,-3.2680089449,3.28E-07,StopCodon,AT1G22700
PeakStop,Chr1,8067376,8067601,225,-4.0456623838,1.63E-20,StopCodon,GI
PeakStop,Chr1,8074076,8074201,125,-3.4954597412,0.0005192747,StopCodon,AT1G22800
PeakStop,Chr1,8080276,8080476,200,-4.3510486836,4.69E-20,StopCodon,CYTC-1
PeakBoth,Chr1,8080548,8080676,128,-3.499280928,2.59E-06,StopCodon,AT1G22850
PeakBoth,Chr1,8082626,8082876,250,-3.7531259489,3.65E-51,StartCodon,AT1G22850
PeakStop,Chr1,8108001,8108101,100,-2.7290949846,0.0004668678,3pUTR,AT1G22910
PeakStop,Chr1,8121551,8121726,175,-2.3948813267,4.04E-08,StopCodon,AT1G22930
PeakMid,Chr1,8150676,8150876,200,-3.0326319821,5.28E-05,CDS,ATFRO3
PeakStop,Chr1,8180501,8180651,150,-4.116319015,2.23E-11,3pUTR,ATPIN7
PeakMul,Chr1,8219026,8219126,100,-2.5502596699,6.11E-08,CDS,AT1G23180
PeakMul,Chr1,8219401,8219526,125,-3.5849812342,2.57E-08,StopCodon,AT1G23180
PeakStop,Chr1,8224151,8224301,150,-4.319964027,5.64E-22,StopCodon,PGM3
PeakStart,Chr1,8234601,8234701,100,-3.0034437952,0.0004138829,StartCodon,AT1G23205
PeakStop,Chr1,8251626,8251776,150,-3.9050280562,3.79E-10,StopCodon,AT1G23230
PeakStop,Chr1,8257076,8257251,175,-3.5003985013,2.80E-35,StopCodon,UEV1A
PeakStop,Chr1,8263426,8263526,100,-2.6023465276,1.15E-13,StopCodon,RPL27A
PeakStop,Chr1,8295327,8295401,74,-3.2475612568,3.64E-06,StopCodon,MENG
PeakBoth,Chr1,8312201,8312301,100,-4.1581912998,0.0001292658,StopCodon,ATCAF2
PeakBoth,Chr1,8314526,8314701,175,-3.0770047631,1.61E-15,StartCodon,ATCAF2
PeakStop,Chr1,8508526,8508776,250,-4.9014409066,5.37E-22,3pUTR,AT1G24050
PeakStart,Chr1,8526851,8526951,100,-2.4065791437,2.16E-22,StartCodon,UGT74B1
PeakStop,Chr1,8563747,8563851,104,-3.7646705389,2.88E-09,StopCodon,SNL3
PeakStop,Chr1,8638974,8639076,102,-4.1487426957,2.17E-12,StopCodon,AT1G24350
PeakStop,Chr1,8643251,8643376,125,-3.9333633884,4.29E-12,StopCodon,AT1G24360
PeakStop,Chr1,8672276,8672451,175,-4.0496855584,1.84E-06,StopCodon,AT1G24460
PeakStart,Chr1,8682340,8682426,86,-3.4785923606,3.16E-06,StartCodon,ALB4
PeakStart,Chr1,8693401,8693501,100,-3.1174501325,6.35E-14,StartCodon,AT1G24530
PeakStop,Chr1,8720805,8720926,121,-4.3712356564,9.73E-08,StopCodon,AT1G24610
PeakStop,Chr1,8755201,8755426,225,-4.5306932778,3.70E-11,StopCodon,AtTHO2
PeakStop,Chr1,8759755,8759851,96,-4.6151608075,3.33E-12,3pUTR,ATMAP70-2
PeakStop,Chr1,8837306,8837426,120,-5.1578941883,1.55E-37,StopCodon,ASB1
PeakStop,Chr1,8854090,8854226,136,-3.8470531628,4.82E-19,StopCodon,AT1G25260
PeakStop,Chr1,8889192,8889301,109,-5.1560638957,3.89E-24,StopCodon,OVA9
PeakStop,Chr1,8918001,8918101,100,-2.6474821812,0.0040269327,StopCodon,AT1G25420
PeakStart,Chr1,8982901,8983001,100,-2.3739009275,3.58E-09,StartCodon,TEM1
PeakStop,Chr1,9022601,9022676,75,-4.1193682969,3.74E-10,StopCodon,AT1G26100
PeakStop,Chr1,9024421,9024551,130,-3.2420619575,4.93E-06,3pUTR,DCP5
PeakStop,Chr1,9038276,9038451,175,-3.7817008029,4.18E-07,StopCodon,AT1G26130
PeakMid,Chr1,9041976,9042451,475,-4.5995631426,1.54E-18,CDS,ATPERK10
PeakStop,Chr1,9057173,9057276,103,-4.658083287,1.08E-09,StopCodon,AT1G26190
PeakStop,Chr1,9089179,9089301,122,-3.4310648194,1.09E-07,3pUTR,CIB5
PeakBoth,Chr1,9151812,9151951,139,-2.4826801261,0.0008980985,StartCodon,AT1G26460
PeakBoth,Chr1,9154376,9154501,125,-4.1492412204,5.10E-12,StopCodon,AT1G26460
PeakStop,Chr1,9187251,9187401,150,-3.4157870899,8.96E-07,StopCodon,AT1G26580
PeakStop,Chr1,9207126,9207226,100,-3.6929682357,2.56E-96,StopCodon,ELF5A-2
PeakStop,Chr1,9207611,9207726,115,-2.4820229708,7.36E-05,StopCodon,AT1G26640
PeakStop,Chr1,9301000,9301126,126,-3.4989512271,3.93E-05,StopCodon,AT1G26850
PeakStop,Chr1,9315501,9315676,175,-4.1558506534,2.69E-32,StopCodon,AT1G26880
PeakStop,Chr1,9322801,9322901,100,-3.8614117972,7.07E-06,StopCodon,RPL10B
PeakStop,Chr1,9484412,9484576,164,-3.8004307283,2.25E-24,StopCodon,NTF2A
PeakStop,Chr1,9516701,9516801,100,-4.5286809023,1.91E-93,StopCodon,AT1G27400
PeakStop,Chr1,9520986,9521076,90,-3.7344013673,0.0011976892,StopCodon,AT1G27430
PeakBoth,Chr1,9532096,9532201,105,-3.818440679,7.88E-06,StartCodon,ATAPT1
PeakBoth,Chr1,9533826,9534001,175,-3.5135061796,9.33E-08,StopCodon,ATAPT1
PeakStop,Chr1,9546076,9546176,100,-2.3995921625,1.23E-06,StopCodon,AT1G27480
PeakStop,Chr1,9562051,9562151,100,-2.91005803,3.60E-07,StopCodon,AT1G27520
PeakStop,Chr1,9562670,9562801,131,-4.5904237335,2.42E-16,StopCodon,AT1G27530
PeakStop,Chr1,9566578,9566676,98,-4.4590853567,5.76E-42,StopCodon,AT1G27540
PeakStop,Chr1,9603001,9603151,150,-4.5820610836,7.35E-12,3pUTR,AT1G27595
PeakStop,Chr1,9603669,9603751,82,-3.2519744465,2.74E-10,3pUTR,IRX9-L
PeakStop,Chr1,9614076,9614201,125,-4.7892406194,1.00E-11,3pUTR,CYCT1
PeakStop,Chr1,9614601,9614701,100,-4.4426145584,7.20E-07,StopCodon,ATU2AF35A
PeakStop,Chr1,9634439,9634551,112,-3.5799919342,0.0004689041,StopCodon,APL2
PeakStop,Chr1,9639951,9640101,150,-4.3616390439,2.29E-20,StopCodon,AT1G27695
PeakStop,Chr1,9667251,9667401,150,-3.678911244,0.0004011364,StopCodon,AT1G27752
PeakStop,Chr1,9715573,9715676,103,-3.5975743372,0.0001242651,StopCodon,AT1G27900
PeakStop,Chr1,9742279,9742526,247,-3.9013987738,1.92E-07,StopCodon,ECT9
PeakMid,Chr1,9782126,9782326,200,-3.7284764903,6.79E-25,CDS,AT1G28060
PeakStop,Chr1,9798751,9798901,150,-4.4977581292,2.35E-05,StopCodon,AT1G28090
PeakStop,Chr1,9813073,9813201,128,-3.9768922536,2.14E-08,StopCodon,AT1G28120
PeakStart,Chr1,9852126,9852301,175,-3.9961979366,9.41E-13,StartCodon,FIP1
PeakMid,Chr1,9890226,9890601,375,-4.2227300603,9.00E-09,CDS,AGP31
PeakStop,Chr1,9976397,9976526,129,-3.9483269625,0.0019760803,3pUTR,AT1G28410
PeakMid,Chr1,9997126,9997226,100,-2.6546606819,3.50E-07,CDS,HSL1
PeakStop,Chr1,10017751,10017876,125,-3.7710576902,1.64E-19,StopCodon,OSM1
PeakStart,Chr1,10078251,10078426,175,-3.2681361736,2.86E-13,StartCodon,AT1G28685
PeakStop,Chr1,10135151,10135376,225,-3.8109883561,0.0007465201,StopCodon,AT1G29040
PeakStop,Chr1,10149376,10149576,200,-3.4842141302,4.27E-09,StopCodon,AT1G29060
PeakStop,Chr1,10151151,10151276,125,-4.4912420329,3.91E-09,StopCodon,AT1G29070
PeakStop,Chr1,10182526,10182601,75,-3.5949823251,1.44E-08,StopCodon,ATS9
PeakStart,Chr1,10212376,10212501,125,-2.8065093115,5.26E-07,StartCodon,AT1G29220
PeakStop,Chr1,10254426,10254551,125,-3.2828107697,1.23E-09,StopCodon,AT1G29310
PeakStop,Chr1,10258076,10258326,250,-3.3287378312,2.32E-06,StopCodon,AT1G29320
PeakStop,Chr1,10286301,10286451,150,-3.2797610103,0.0002132214,StopCodon,COR314-TM2
PeakMid,Chr1,10312851,10312951,100,-2.3956304966,5.65E-28,CDS,AT1G29470
PeakStop,Chr1,10324902,10325001,99,-3.3768102814,2.46E-16,3pUTR,AT1G29530
PeakBoth,Chr1,10385078,10385251,173,-4.390013179,1.16E-17,StopCodon,AT1G29700
PeakBoth,Chr1,10386726,10386926,200,-4.1825507333,5.56E-15,StartCodon,AT1G29700
PeakStop,Chr1,10393782,10394026,244,-4.8675489179,2.83E-06,StopCodon,AT1G29720
PeakStop,Chr1,10459608,10459726,118,-4.1135261572,0.0001064986,StopCodon,AT1G29880
PeakStop,Chr1,10467051,10467301,250,-4.1958793653,3.08E-18,StopCodon,AT1G29890
PeakStop,Chr1,10499832,10499926,94,-3.0584153869,3.55E-06,StopCodon,RPL18AA
PeakStop,Chr1,10509440,10509551,111,-3.8047873911,0.0005153563,StopCodon,MNS3
PeakStop,Chr1,10627226,10627401,175,-3.0276813793,0.0001359235,3pUTR,TCP24
PeakStop,Chr1,10640513,10640651,138,-3.9954716179,3.40E-07,StopCodon,AT1G30230
PeakStop,Chr1,10658526,10658751,225,-3.7554448752,5.54E-09,StopCodon,CIPK23
PeakStop,Chr1,10737626,10737851,225,-4.6229787213,6.18E-10,StopCodon,ATMRP1
PeakMul,Chr1,10747026,10747151,125,-2.36397115,4.44E-05,StopCodon,ATMRP13
PeakMul,Chr1,10747308,10747426,118,-3.1868857897,4.95E-06,3pUTR,ATMRP13
PeakStop,Chr1,10769251,10769376,125,-4.6857301784,4.34E-06,3pUTR,CCC1
PeakStop,Chr1,10786401,10786501,100,-4.260576863,1.95E-23,StopCodon,AT1G30470
PeakStart,Chr1,10790351,10790501,150,-3.3747211051,5.05E-07,StartCodon,DRT111
PeakStop,Chr1,10796288,10796401,113,-2.5182740233,0.0011200928,StopCodon,PHV
PeakStart,Chr1,10814926,10815026,100,-3.8155862475,0.0014253857,StartCodon,UGT78D1
PeakStart,Chr1,10892761,10892851,90,-2.836690162,0.0012033515,StartCodon,AT1G30700
PeakMid,Chr1,10906226,10906326,100,-2.9541348128,6.57E-07,CDS,AT1G30755
PeakStop,Chr1,10938061,10938226,165,-3.301183843,0.000222805,StopCodon,AT1G30810
PeakStop,Chr1,11002676,11002926,250,-5.4260282749,7.57E-14,StopCodon,AT1G30910
PeakMid,Chr1,11041751,11041901,150,-3.5284015199,0.000422982,CDS,SUF4
PeakStop,Chr1,11058701,11058801,100,-4.0290596521,1.98E-16,StopCodon,ATO2
PeakStart,Chr1,11115701,11115926,225,-3.313526464,3.10E-13,StartCodon,AT1G31130
PeakStop,Chr1,11142752,11142851,99,-2.9502687529,1.00E-07,StopCodon,IPMDH1
PeakStop,Chr1,11147051,11147276,225,-3.5749933283,0.0002393588,StopCodon,ATPP2-A9
PeakStop,Chr1,11158731,11158826,95,-2.9320992258,1.86E-13,StopCodon,AK-HSDH I
PeakStart,Chr1,11215776,11215926,150,-3.5601733255,3.10E-133,StartCodon,PSAF
PeakStop,Chr1,11218022,11218126,104,-4.0972080759,3.40E-07,StopCodon,RUB1
PeakStop,Chr1,11247092,11247226,134,-3.4297313029,1.15E-15,StopCodon,AT1G31410
PeakStop,Chr1,11253601,11253751,150,-4.5749983968,2.33E-09,3pUTR,FEI1
PeakStop,Chr1,11273794,11273876,82,-3.2363296359,3.11E-06,StopCodon,AT1G31500
PeakStop,Chr1,11399426,11399551,125,-3.7893689081,2.45E-10,StopCodon,CYP97A3
PeakMid,Chr1,11403726,11403851,125,-2.8712174205,0.0007595664,CDS,AFH14
PeakStop,Chr1,11411026,11411176,150,-3.20397671,4.49E-05,StopCodon,ACBP6
PeakStop,Chr1,11461692,11461801,109,-3.7509921538,0.0008244504,StopCodon,AT1G31910
PeakStart,Chr1,11479901,11480051,150,-3.1565698151,1.06E-10,StartCodon,STRS1
PeakStop,Chr1,11531035,11531151,116,-2.6166108036,1.70E-05,3pUTR,AT1G32050
PeakStop,Chr1,11534451,11534626,175,-3.6181155755,3.96E-171,StopCodon,PRK
PeakStop,Chr1,11537379,11537551,172,-4.2110852874,5.22E-05,StopCodon,AT1G32080
PeakStop,Chr1,11558926,11559026,100,-2.7921164676,9.60E-06,3pUTR,IWS1
PeakStop,Chr1,11570226,11570326,100,-2.521857096,0.0006993798,StopCodon,AT1G32160
PeakStop,Chr1,11605880,11606026,146,-3.3906519516,1.92E-09,StopCodon,ATDAD1
PeakStop,Chr1,11689154,11689276,122,-4.3317476975,2.24E-13,3pUTR,TOM2A
PeakStop,Chr1,11695251,11695351,100,-3.6021299486,1.47E-23,StopCodon,AT1G32410
PeakStop,Chr1,11714930,11715051,121,-4.5639730253,2.47E-10,StopCodon,PKp3
PeakStop,Chr1,11739314,11739451,137,-2.890709894,2.23E-05,StopCodon,AT1G32470
PeakStop,Chr1,11749855,11750026,171,-5.1248054145,9.59E-13,3pUTR,ATNAP6
PeakStop,Chr1,11771860,11772026,166,-4.8001348592,1.50E-09,StopCodon,FdC1
PeakStop,Chr1,11875070,11875151,81,-3.3027647625,1.71E-05,StopCodon,CID11
PeakStop,Chr1,11957076,11957251,175,-3.0372173557,4.52E-33,StopCodon,PRPL11
PeakStop,Chr1,12012176,12012376,200,-4.0153804642,1.54E-42,StopCodon,AT1G33120
PeakStop,Chr1,12024476,12024651,175,-3.410296531,1.17E-53,StopCodon,PGY2
PeakStop,Chr1,12049726,12049851,125,-4.2806013414,3.77E-09,StopCodon,AT1G33230
PeakMid,Chr1,12053401,12053551,150,-3.379297634,1.82E-05,CDS,AT-GTL1
PeakBoth,Chr1,12057407,12057501,94,-4.3717178379,4.34E-06,StopCodon,AT1G33250
PeakBoth,Chr1,12059176,12059301,125,-3.4819168342,1.09E-06,StartCodon,AT1G33250
PeakStop,Chr1,12104841,12104951,110,-3.8956093343,3.00E-09,StopCodon,TPR9
PeakStop,Chr1,12150736,12150926,190,-4.2846041666,4.78E-10,StopCodon,AT1G33490
PeakStop,Chr1,12208376,12208526,150,-3.9739932115,8.31E-08,3pUTR,AT1G33700
PeakStop,Chr1,12266626,12266751,125,-4.1797785758,6.92E-72,StopCodon,AT1G33810
PeakStop,Chr1,12357826,12357951,125,-3.5104289657,6.13E-19,StopCodon,ATMES14
PeakStop,Chr1,12358045,12358176,131,-2.9592677197,0.0011403165,StopCodon,OHP2
PeakStop,Chr1,12429476,12429551,75,-3.6909056667,3.37E-05,StopCodon,AT5P1
PeakStop,Chr1,12432976,12433051,75,-2.8025291153,2.81E-10,StopCodon,STT3B
PeakStart,Chr1,12455801,12455951,150,-2.9136265128,0.0010568971,StartCodon,AT1G34200
PeakStop,Chr1,12462651,12462751,100,-3.5723262899,5.44E-06,StopCodon,ATSERK2
PeakStop,Chr1,12535851,12536026,175,-2.8010922213,5.05E-06,StopCodon,AT1G34350
PeakStop,Chr1,12587940,12588026,86,-4.5020526958,1.19E-13,StopCodon,EMB3003
PeakStop,Chr1,12606751,12606851,100,-2.6264720554,0.0014417575,StopCodon,AT1G34470
PeakStop,Chr1,12646730,12646851,121,-3.6743652019,1.72E-06,3pUTR,EMB2756
PeakStop,Chr1,12868501,12868626,125,-2.6731683554,0.0007493519,StopCodon,GF14 PHI
PeakStart,Chr1,12917183,12917426,243,-4.0894942384,2.96E-23,StartCodon,AGP5
PeakStop,Chr1,13122359,13122476,117,-4.5117662752,3.70E-260,StopCodon,CINV1
PeakStart,Chr1,13208760,13208851,91,-2.4877212611,7.82E-05,StartCodon,AT1G35680
PeakStop,Chr1,13701748,13701826,78,-3.2151050805,4.28E-05,StopCodon,AT1G36390
PeakStop,Chr1,14026776,14026926,150,-4.0642331747,1.46E-21,StopCodon,AT1G36980
PeakStop,Chr1,14289726,14289826,100,-2.6320481771,0.0016822227,3pUTR,AT1G38065
PeakStop,Chr1,14293202,14293301,99,-2.8502401031,2.09E-06,3pUTR,AT1G38131
PeakStop,Chr1,15603757,15603876,119,-3.9782966344,1.71E-06,StopCodon,SKS6
PeakStop,Chr1,15935101,15935226,125,-4.3504878237,1.25E-13,StopCodon,AT1G42470
PeakStop,Chr1,15938676,15938776,100,-3.7966483918,1.17E-13,StopCodon,AT1G42480
PeakStop,Chr1,15976626,15976726,100,-3.2941385314,6.99E-09,StopCodon,ATGLR3.3
PeakStop,Chr1,16127051,16127151,100,-4.1002057916,2.40E-16,StopCodon,AT1G42960
PeakStop,Chr1,16129576,16129676,100,-3.1695192992,5.26E-66,StopCodon,GAPB
PeakStop,Chr1,16228560,16228751,191,-6.2825067642,1.19E-43,StopCodon,LCV2
PeakStop,Chr1,16268601,16268701,100,-3.4236052753,1.23E-23,StopCodon,ARP1
PeakBoth,Chr1,16398287,16398426,139,-4.6817686831,3.25E-49,StopCodon,Aty2
PeakBoth,Chr1,16399751,16399851,100,-2.6800928983,2.58E-15,StartCodon,Aty2
PeakStop,Chr1,16470326,16470451,125,-3.2773465706,1.70E-10,StopCodon,AT1G43670
PeakStop,Chr1,16482601,16482701,100,-2.7633428756,9.41E-06,StopCodon,AT1G43690
PeakBoth,Chr1,16484451,16484576,125,-3.7704375973,1.66E-09,StartCodon,VIP1
